time,current_plan_index,leg,touchdown_index,hip_x,hip_y,hip_z,n_in_reach,n_safe,n_valid,min_valid_reach_dist,sel_x,sel_y,sel_in_reach,sel_passes_all,ik_max_reach
21.8800,204,FR,21,0.35932,-0.14135,0.29997,134,134,134,0.27887,0.46455,-0.16898,1,1,0.450
21.8800,204,BR,14,-0.08786,-0.13059,0.29988,134,134,134,0.27878,-0.02145,-0.14051,1,1,0.450
21.8900,204,FL,6,0.23328,0.14887,0.30343,134,134,134,0.28232,0.34876,0.16882,1,1,0.450
21.8900,204,BL,29,0.03513,0.13068,0.29988,134,134,134,0.27877,0.09792,0.12391,1,1,0.450
21.8900,204,FR,21,0.35968,-0.14076,0.29990,134,134,134,0.27880,0.47053,-0.17091,1,1,0.450
21.8900,204,BR,14,-0.08811,-0.12896,0.29989,134,134,134,0.27879,-0.02139,-0.14006,1,1,0.450
21.8980,204,FL,6,0.23231,0.14874,0.30340,134,134,134,0.28229,0.34574,0.16873,1,1,0.450
21.8980,204,BL,29,0.03285,0.13071,0.29988,134,134,134,0.27878,0.09556,0.12390,1,1,0.450
21.9000,204,FR,21,0.35739,-0.14070,0.29991,134,134,134,0.27881,0.46757,-0.17052,1,1,0.450
21.9000,204,BR,14,-0.09002,-0.12916,0.29984,134,134,134,0.27874,-0.02448,-0.14010,1,1,0.450
21.9100,205,FL,5,0.23204,0.14865,0.30357,134,134,134,0.28246,0.34591,0.16868,1,1,0.450
21.9100,205,BL,28,0.03392,0.13072,0.29989,134,134,134,0.27878,0.09475,0.12424,1,1,0.450
21.9100,205,FR,20,0.35766,-0.14070,0.29993,134,134,134,0.27882,0.46586,-0.17021,1,1,0.450
21.9100,205,BR,13,-0.09025,-0.12917,0.29996,134,134,134,0.27886,-0.02371,-0.14007,1,1,0.450
21.9180,205,FL,5,0.23048,0.14893,0.30379,134,134,134,0.28268,0.34235,0.16941,1,1,0.450
21.9180,205,BL,28,0.03123,0.13017,0.29988,134,134,134,0.27877,0.09437,0.12167,1,1,0.450
21.9180,205,FR,20,0.35518,-0.14007,0.29991,134,134,134,0.27881,0.46779,-0.17134,1,1,0.450
21.9180,205,BR,13,-0.09291,-0.12791,0.30010,134,134,134,0.27900,-0.02694,-0.13946,1,1,0.450
21.9280,205,FL,5,0.22977,0.14857,0.30426,134,134,134,0.28315,0.34011,0.16904,1,1,0.450
21.9280,205,BL,28,0.02978,0.13028,0.29988,134,134,134,0.27878,0.09290,0.12176,1,1,0.450
21.9280,205,FR,20,0.35364,-0.14001,0.29998,134,134,134,0.27888,0.46577,-0.17092,1,1,0.450
21.9280,205,BR,13,-0.09422,-0.12825,0.30024,134,134,134,0.27914,-0.02927,-0.13939,1,1,0.450
21.9360,206,FL,4,0.22973,0.14827,0.30486,133,133,133,0.28374,0.34028,0.16881,1,1,0.450
21.9360,206,BL,27,0.03080,0.13042,0.29989,134,134,134,0.27879,0.09188,0.12242,1,1,0.450
21.9380,206,FR,19,0.35397,-0.13990,0.30002,134,134,134,0.27892,0.46397,-0.17023,1,1,0.450
21.9380,206,BR,12,-0.09432,-0.12834,0.30051,134,134,134,0.27941,-0.02850,-0.13916,1,1,0.450
21.9460,206,FL,4,0.22918,0.14835,0.30510,133,133,133,0.28399,0.33796,0.16924,1,1,0.450
21.9460,206,BL,27,0.02947,0.12993,0.29988,134,134,134,0.27878,0.09310,0.12075,1,1,0.450
21.9460,206,FR,19,0.35289,-0.13922,0.30001,134,134,134,0.27891,0.46697,-0.17094,1,1,0.450
21.9460,206,BR,12,-0.09561,-0.12719,0.30068,134,134,134,0.27957,-0.03066,-0.13845,1,1,0.450
21.9560,206,FL,4,0.22848,0.14770,0.30597,132,132,132,0.28485,0.33755,0.16860,1,1,0.450
21.9560,206,BL,27,0.03032,0.13018,0.29989,134,134,134,0.27879,0.09578,0.12107,1,1,0.450
21.9560,206,FR,19,0.35296,-0.13911,0.30012,134,134,134,0.27902,0.46851,-0.17034,1,1,0.450
21.9560,206,BR,12,-0.09611,-0.12768,0.30091,134,134,134,0.27981,-0.02988,-0.13816,1,1,0.450
21.9640,207,FL,3,0.22748,0.14701,0.30683,132,132,132,0.28570,0.33501,0.16788,1,1,0.450
21.9640,207,BL,26,0.02886,0.13033,0.29989,134,134,134,0.27879,0.09041,0.12193,1,1,0.450
21.9660,207,FR,18,0.35148,-0.13912,0.30020,134,134,134,0.27910,0.46311,-0.16947,1,1,0.450
21.9660,207,BR,11,-0.09764,-0.12802,0.30121,134,134,134,0.28010,-0.03184,-0.13795,1,1,0.450
21.9740,207,FL,3,0.22799,0.14698,0.30713,132,132,132,0.28601,0.33577,0.16811,1,1,0.450
21.9760,207,BL,26,0.03018,0.12997,0.29989,134,134,134,0.27879,0.09626,0.12087,1,1,0.450
21.9760,207,FR,18,0.35245,-0.13836,0.30019,134,134,134,0.27909,0.46982,-0.16986,1,1,0.450
21.9760,207,BR,11,-0.09733,-0.12688,0.30148,134,134,134,0.28037,-0.03099,-0.13706,1,1,0.450
21.9840,207,FL,3,0.22747,0.14627,0.30774,132,132,132,0.28661,0.33436,0.16751,1,1,0.450
21.9840,207,BL,26,0.02945,0.13036,0.29989,134,134,134,0.27878,0.09568,0.12144,1,1,0.450
21.9840,207,FR,18,0.35159,-0.13824,0.30030,134,134,134,0.27919,0.46862,-0.16919,1,1,0.450
21.9840,207,BR,11,-0.09814,-0.12730,0.30161,134,134,134,0.28050,-0.03206,-0.13668,1,1,0.450
21.9940,208,FL,2,0.22666,0.14556,0.30840,131,131,131,0.28727,0.33384,0.16680,1,1,0.450
21.9940,208,BL,25,0.03007,0.13065,0.29989,134,134,134,0.27879,0.09370,0.12247,1,1,0.450
21.9940,208,FR,17,0.35161,-0.13813,0.30036,134,134,134,0.27926,0.46990,-0.16873,1,1,0.450
21.9940,208,BR,10,-0.09878,-0.12755,0.30187,134,134,134,0.28077,-0.03147,-0.13623,1,1,0.450
22.0020,208,FL,2,0.22730,0.14547,0.30848,131,131,131,0.28735,0.33386,0.16697,1,1,0.450
22.0020,208,BL,25,0.03005,0.13056,0.29989,134,134,134,0.27879,0.09695,0.12203,1,1,0.450
22.0020,208,FR,17,0.35180,-0.13726,0.30036,134,134,134,0.27926,0.47062,-0.16815,1,1,0.450
22.0040,208,BR,10,-0.09871,-0.12640,0.30211,134,134,134,0.28100,-0.03222,-0.13511,1,1,0.450
22.0120,208,FL,2,0.22708,0.14497,0.30880,131,131,131,0.28767,0.33467,0.16683,1,1,0.450
22.0120,208,BL,25,0.03138,0.13112,0.29988,134,134,134,0.27878,0.09968,0.12277,1,1,0.450
22.0140,208,FR,17,0.35255,-0.13696,0.30044,134,134,134,0.27934,0.47228,-0.16740,1,1,0.450
22.0140,208,BR,10,-0.09840,-0.12654,0.30218,134,134,134,0.28107,-0.03072,-0.13449,1,1,0.450
22.0220,208,FL,2,0.22701,0.14454,0.30904,131,131,131,0.28791,0.33478,0.16689,1,1,0.450
22.0220,208,BL,25,0.03145,0.13182,0.29988,134,134,134,0.27878,0.09948,0.12362,1,1,0.450
22.0220,208,FR,17,0.35262,-0.13647,0.30048,134,134,134,0.27938,0.47203,-0.16659,1,1,0.450
22.0220,208,BR,10,-0.09837,-0.12633,0.30231,134,134,134,0.28120,-0.03089,-0.13361,1,1,0.450
22.0320,209,FL,1,0.22636,0.14405,0.30926,131,131,131,0.28813,0.33492,0.16640,1,1,0.450
22.0320,209,BL,24,0.03236,0.13246,0.29987,134,134,134,0.27877,0.09746,0.12499,1,1,0.450
22.0320,209,FR,16,0.35301,-0.13608,0.30052,134,134,134,0.27942,0.47725,-0.16635,1,1,0.450
22.0320,209,BR,9,-0.09859,-0.12640,0.30238,134,134,134,0.28127,-0.02989,-0.13275,1,1,0.450
22.0400,209,FL,1,0.22529,0.14334,0.30964,131,131,131,0.28851,0.33274,0.16549,1,1,0.450
22.0400,209,BL,24,0.03201,0.13246,0.29986,134,134,134,0.27875,0.10058,0.12494,1,1,0.450
22.0400,209,FR,16,0.35255,-0.13548,0.30057,134,134,134,0.27946,0.47790,-0.16545,1,1,0.450
22.0400,209,BR,9,-0.09984,-0.12595,0.30242,134,134,134,0.28131,-0.03073,-0.13149,1,1,0.450
22.0500,209,FL,1,0.22678,0.14362,0.30945,131,131,131,0.28831,0.33684,0.16755,1,1,0.450
22.0500,209,BL,24,0.03508,0.13392,0.29984,134,134,134,0.27874,0.10492,0.12659,1,1,0.450
22.0500,209,FR,16,0.35517,-0.13429,0.30062,134,134,134,0.27952,0.48088,-0.16416,1,1,0.450
22.0500,209,BR,9,-0.09712,-0.12467,0.30253,134,134,134,0.28142,-0.02758,-0.12986,1,1,0.450
22.0600,210,FL,30,0.48252,0.14363,0.30001,134,134,134,0.27891,0.58137,0.15447,1,1,0.450
22.0600,210,BL,23,0.03529,0.13500,0.29981,134,134,134,0.27871,0.10092,0.12829,1,1,0.450
22.0600,210,FR,15,0.35527,-0.13360,0.30072,134,134,134,0.27962,0.48086,-0.16294,1,1,0.450
22.0600,210,BR,8,-0.09738,-0.12457,0.30231,134,134,134,0.28120,-0.02729,-0.12838,1,1,0.450
22.0780,210,FL,30,0.48484,0.14447,0.30001,134,134,134,0.27891,0.59522,0.15608,1,1,0.450
22.0780,210,BL,23,0.03731,0.13571,0.29985,134,134,134,0.27875,0.10931,0.12921,1,1,0.450
22.0800,210,FR,15,0.35713,-0.13228,0.30068,134,134,134,0.27958,0.48326,-0.16208,1,1,0.450
22.0800,210,BR,8,-0.09587,-0.12267,0.30250,134,134,134,0.28139,-0.02540,-0.12630,1,1,0.450
22.0880,211,FL,29,0.48779,0.14655,0.30003,134,134,134,0.27893,0.59426,0.15838,1,1,0.450
22.0900,211,BL,22,0.03982,0.13822,0.29984,134,134,134,0.27874,0.10861,0.13273,1,1,0.450
22.0900,211,FR,14,0.35835,-0.13115,0.30085,134,134,134,0.27974,0.48627,-0.15932,1,1,0.450
22.0900,211,BR,7,-0.09600,-0.12271,0.30296,134,134,134,0.28185,-0.02310,-0.12396,1,1,0.450
22.0980,211,FL,29,0.48861,0.14716,0.30003,134,134,134,0.27892,0.60333,0.15940,1,1,0.450
22.0980,211,BL,22,0.04048,0.13844,0.29982,134,134,134,0.27872,0.11432,0.13332,1,1,0.450
22.0980,211,FR,14,0.35869,-0.13083,0.30080,134,134,134,0.27970,0.48768,-0.15856,1,1,0.450
22.0980,211,BR,7,-0.09635,-0.12251,0.30272,134,134,134,0.28161,-0.02287,-0.12289,1,1,0.450
22.1060,211,FL,29,0.48931,0.14804,0.30005,134,134,134,0.27895,0.60372,0.16008,1,1,0.450
22.1080,211,BL,22,0.04105,0.13951,0.29978,134,134,134,0.27868,0.11516,0.13480,1,1,0.450
22.1080,211,FR,14,0.35866,-0.13060,0.30092,134,134,134,0.27981,0.48806,-0.15740,1,1,0.450
22.1080,211,BR,7,-0.09671,-0.12274,0.30279,134,134,134,0.28168,-0.02296,-0.12209,1,1,0.450
22.1160,212,FL,28,0.49205,0.14892,0.30005,134,134,134,0.27895,0.60239,0.16154,1,1,0.450
22.1160,212,BL,21,0.04349,0.14056,0.29977,134,134,134,0.27867,0.11366,0.13680,1,1,0.450
22.1180,212,FR,13,0.36033,-0.13016,0.30083,134,134,134,0.27973,0.49086,-0.15639,1,1,0.450
22.1180,212,BR,6,-0.09567,-0.12246,0.30242,134,134,134,0.28131,-0.02100,-0.12115,1,1,0.450
22.1300,212,FL,28,0.49183,0.14907,0.30003,134,134,134,0.27893,0.60900,0.16211,1,1,0.450
22.1300,212,BL,21,0.04311,0.14032,0.29977,134,134,134,0.27867,0.11754,0.13674,1,1,0.450
