map_stamp,frame,cell_i,cell_j,x,y,z_raw,z_inpainted,z_smooth,slope,roughness,hole_mask_recon,hole_mask_filtered,traversability,traversability_mask,observed,inside_map,binary_safe
0,map,143,50,0.9750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,144,50,0.9250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,145,50,0.8750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,146,50,0.8250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,147,50,0.7750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,148,50,0.7250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,149,50,0.6750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,150,50,0.6250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,151,50,0.5750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,152,50,0.5250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,153,50,0.4750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,154,50,0.4250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,155,50,0.3750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,156,50,0.3250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,157,50,0.2750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,158,50,0.2250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,159,50,0.1750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,160,50,0.1250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,161,50,0.0750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,162,50,0.0250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,163,50,-0.0250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,164,50,-0.0750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,165,50,-0.1250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,166,50,-0.1750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,167,50,-0.2250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,168,50,-0.2750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,169,50,-0.3250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,170,50,-0.3750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,171,50,-0.4250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,172,50,-0.4750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,173,50,-0.5250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,174,50,-0.5750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,175,50,-0.6250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,176,50,-0.6750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,177,50,-0.7250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,178,50,-0.7750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,179,50,-0.8250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,180,50,-0.8750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,181,50,-0.9250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,182,50,-0.9750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,183,50,-1.0250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,184,50,-1.0750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,185,50,-1.1250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,186,50,-1.1750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,187,50,-1.2250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,188,50,-1.2750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,189,50,-1.3250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,190,50,-1.3750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,191,50,-1.4250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,192,50,-1.4750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,193,50,-1.5250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,194,50,-1.5750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,195,50,-1.6250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,196,50,-1.6750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,197,50,-1.7250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,198,50,-1.7750,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
0,map,199,50,-1.8250,-0.0250,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,nan,1.00000,1.00000,1,1,1
