time,map_stamp,frame,leg,touchdown_index,touchdown_time,nominal_x,nominal_y,nominal_traversability,selected_x,selected_y,selected_z,selected_z_raw,selected_z_inpainted,selected_hole_mask_recon,selected_observed,selected_binary_safe,snap_distance,hip_distance,foothold_status
22.3000,0,map,FL,30,5.4000,0.21932,0.14147,1.00000,0.21932,0.14147,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.01078,0
22.3000,0,map,BL,23,5.1900,-0.17524,0.14193,1.00000,-0.17524,0.14193,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.01228,0
22.3000,0,map,FR,15,4.9500,0.20409,-0.14251,1.00000,0.20409,-0.14251,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.01213,0
22.3000,0,map,BR,8,4.7400,-0.18995,-0.14206,1.00000,-0.18995,-0.14206,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.01151,0
22.3000,0,map,BR,38,5.6400,-0.15522,-0.14210,1.00000,-0.15522,-0.14210,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.00818,0
22.3960,0,map,FL,27,5.4000,0.24502,0.13901,1.00000,0.24502,0.13901,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.01206,0
22.3960,0,map,BL,20,5.1900,-0.16114,0.13405,1.00000,-0.16114,0.13405,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.00911,0
22.3960,0,map,FR,12,4.9500,0.23367,-0.14958,1.00000,0.23367,-0.14958,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.02969,0
22.3960,0,map,BR,5,4.7400,-0.23352,-0.15271,1.00000,-0.23352,-0.15271,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.03758,0
22.3960,0,map,BR,35,5.6400,-0.13453,-0.16200,1.00000,-0.13453,-0.16200,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.00867,0
22.4060,0,map,FL,27,5.4000,0.29967,0.15456,1.00000,0.29967,0.15456,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.03228,0
22.4060,0,map,BL,20,5.1900,-0.15569,0.13191,1.00000,-0.15569,0.13191,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.02615,0
22.4060,0,map,FR,12,4.9500,0.26639,-0.16898,1.00000,0.26639,-0.16898,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.04213,0
22.4060,0,map,BR,5,4.7400,-0.22162,-0.14561,1.00000,-0.22162,-0.14561,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.04283,0
22.4060,0,map,BR,35,5.6400,-0.10024,-0.15922,1.00000,-0.10024,-0.15922,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.02931,0
22.4160,0,map,FL,27,5.4000,0.32244,0.15447,1.00000,0.32244,0.15447,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.03532,0
22.4160,0,map,BL,20,5.1900,-0.13568,0.12956,1.00000,-0.13568,0.12956,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.02808,0
22.4160,0,map,FR,12,4.9500,0.28238,-0.16850,1.00000,0.28238,-0.16850,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.04782,0
22.4160,0,map,BR,5,4.7400,-0.21620,-0.14348,1.00000,-0.21620,-0.14348,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.04853,0
22.4160,0,map,BR,35,5.6400,-0.07074,-0.15780,1.00000,-0.07074,-0.15780,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.03165,0
22.4260,0,map,FL,26,5.4000,0.34112,0.15530,1.00000,0.34112,0.15530,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.03722,0
22.4260,0,map,BL,19,5.1900,-0.11992,0.13063,1.00000,-0.11992,0.13063,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.02885,0
22.4260,0,map,FR,11,4.9500,0.29449,-0.16839,1.00000,0.29449,-0.16839,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.05070,0
22.4260,0,map,BR,4,4.7400,-0.20777,-0.14421,1.00000,-0.20777,-0.14421,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.05112,0
22.4260,0,map,BR,34,5.6400,-0.04703,-0.15663,1.00000,-0.04703,-0.15663,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.03376,0
22.4340,0,map,FL,26,5.4000,0.36350,0.15514,1.00000,0.36350,0.15514,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.04349,0
22.4340,0,map,BL,19,5.1900,-0.10246,0.13006,1.00000,-0.10246,0.13006,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.03367,0
22.4340,0,map,FR,11,4.9500,0.30502,-0.16955,1.00000,0.30502,-0.16955,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.05488,0
22.4340,0,map,BR,4,4.7400,-0.20111,-0.14526,1.00000,-0.20111,-0.14526,0.02200,0.00000,0.00000,1.00000,1,1,0.00000,0.05418,0
