step,sim_time_s,base_pos_x_m,base_pos_y_m,base_pos_z_m,base_roll_rad,base_pitch_rad,base_yaw_rad,base_lin_vel_x_mps,base_lin_vel_y_mps,base_lin_vel_z_mps,base_ang_vel_x_radps,base_ang_vel_y_radps,base_ang_vel_z_radps,ref_lin_vel_x_mps,ref_lin_vel_y_mps,ref_ang_vel_z_radps,gait_step_freq_hz,contact_FL,contact_FR,contact_RL,contact_RR,grf_mpc_FL_x_N,grf_mpc_FL_y_N,grf_mpc_FL_z_N,grf_mpc_FR_x_N,grf_mpc_FR_y_N,grf_mpc_FR_z_N,grf_mpc_RL_x_N,grf_mpc_RL_y_N,grf_mpc_RL_z_N,grf_mpc_RR_x_N,grf_mpc_RR_y_N,grf_mpc_RR_z_N,grf_actual_FL_x_N,grf_actual_FL_y_N,grf_actual_FL_z_N,grf_actual_FR_x_N,grf_actual_FR_y_N,grf_actual_FR_z_N,grf_actual_RL_x_N,grf_actual_RL_y_N,grf_actual_RL_z_N,grf_actual_RR_x_N,grf_actual_RR_y_N,grf_actual_RR_z_N,tau_FL_0_Nm,tau_FL_1_Nm,tau_FL_2_Nm,tau_FR_0_Nm,tau_FR_1_Nm,tau_FR_2_Nm,tau_RL_0_Nm,tau_RL_1_Nm,tau_RL_2_Nm,tau_RR_0_Nm,tau_RR_1_Nm,tau_RR_2_Nm,compute_actions_time_s
10,0.024000000000000007,0.001543818792764871,8.101423456117747e-05,0.2907348095357427,0.0017015735531066313,-0.007273407523943565,0.00017428237592968506,0.1619009947236568,0.01623265760816353,0.10558235998601581,0.00011010155027366478,-0.3287218702323218,-0.0007168297445459735,1.0999999832941094,0.00019171061255213935,0.0,2.5,True,True,True,True,3.174882571177484e-06,8.991264250912678e-07,6.462435035770042e-06,9.973543899183294,6.320123913067997,19.947087913709282,47.87763184050915,13.873452210669331,95.7552637996327,65.63286142685702,13.904269024556001,131.26572297606367,-1.2761754626292243,3.6160152386848443,5.933283788736581,8.30802907341945,-0.6689426316527656,24.453736524772875,43.74656053324031,22.228103112103597,90.04893105988067,60.432412099607,1.0062806365986152,123.10532940638046,-0.04950637588468759,0.1370322433139822,0.15048973493426365,0.18070104395094894,2.6454370042848274,4.8048235975788325,-12.73183356317358,12.501836601802864,22.215286048525154,8.539789194612501,16.986456645093632,30.39872854232947,0.0034563139779493213
11,0.02600000000000001,0.0018676207822121847,0.00011347954977750453,0.2909459742557147,0.00170181316044675,-0.007930847872861468,0.00017172987769959673,0.17664854315845493,0.019886999992607866,0.11702384690971973,0.010568258840195788,-0.29603258041544817,-0.002870507477714007,1.099999983779867,0.0001889028645410626,0.0,2.5,True,True,True,True,3.174882571177484e-06,8.991264250912678e-07,6.462435035770042e-06,9.973543899183294,6.320123913067997,19.947087913709282,47.87763184050915,13.873452210669331,95.7552637996327,65.63286142685702,13.904269024556001,131.26572297606367,-1.4618213954165227,3.1545875057910884,5.37963827547163,7.97839077084984,-0.5932392231643241,23.247897360881982,43.53714566360836,22.269129649075154,88.62140952837102,60.07047017166333,1.0534835806291587,122.22712781062278,-0.04099317235884484,0.13598296737764415,0.14124111368363568,0.16824185008050513,2.6371242535488433,4.7972220330865785,-12.715516164884333,12.464311992974347,22.203197603945217,8.519325194280572,16.93710660048866,30.38566229150753,0.0009578500175848603
12,0.02800000000000001,0.0022209178685290948,0.00015325354976272027,0.2911800219495342,0.001723005251421448,-0.008522902334652027,0.00016497478532783068,0.1913929246322631,0.023534808830720896,0.12819482315722738,0.022737829725991622,-0.2635081301355932,-0.0051111021242487235,1.0999999850308264,0.00018147226303743524,0.0,2.5,True,True,True,True,3.174882571177484e-06,8.991264250912678e-07,6.462435035770042e-06,9.973543899183294,6.320123913067997,19.947087913709282,47.87763184050915,13.873452210669331,95.7552637996327,65.63286142685702,13.904269024556001,131.26572297606367,-1.541978533415531,2.7829236988390464,4.922754336002267,7.733113005751331,-0.5499473793769655,22.17254573502334,43.399774817831705,22.3369553866759,87.35257921773592,59.79716741603735,1.1027968206836625,121.45338586530153,-0.03924165217160892,0.13531500807403504,0.13226532458029303,0.15071069084631653,2.6302258480396983,4.7889618912729155,-12.707982223599766,12.427615886193669,22.191798539878675,8.494825373322776,16.88976044202756,30.372798431537937,0.000961972982622683
13,0.030000000000000013,0.002603703717793621,0.00020032316742416207,0.29143641159584865,0.0017685788147172978,-0.009049899945932305,0.00015383210635632198,0.20614167337410813,0.02717459645739968,0.139118962401677,0.03629470183604495,-0.23119105791623384,-0.007407628315557812,1.099999986984626,0.00016921531632456028,0.0,2.5,True,True,True,True,3.174882571177484e-06,8.991264250912678e-07,6.462435035770042e-06,9.973543899183294,6.320123913067997,19.947087913709282,47.87763184050915,13.873452210669331,95.7552637996327,65.63286142685702,13.904269024556001,131.26572297606367,-1.5547962569622018,2.480070091217973,4.5290708807920765,7.552398240857507,-0.5380664243779647,21.219325584697675,43.314190509133084,22.404723081034486,86.24242945432454,59.59520238768788,1.1310326389781102,120.75809894343821,-0.03973784834390668,0.13555957054899742,0.1239287508309303,0.1351390237043393,2.6238644770033694,4.782523960226421,-12.702371519201476,12.390752717783586,22.18216573026294,8.47400623042192,16.843825504882524,30.360383673891064,0.0009600670309737325
14,0.032000000000000015,0.0030159870645418375,0.0002546723603389614,0.291714649520652,0.00184131347092369,-0.009512254567765721,0.0001381816255886897,0.22089925194240745,0.030805694420944774,0.14982015536121343,0.05098687823024098,-0.19908768914760946,-0.009814114433441838,1.099999989498211,0.00015199978766384058,0.0,2.5,True,True,True,True,3.174882571177484e-06,8.991264250912678e-07,6.462435035770042e-06,9.973543899183294,6.320123913067997,19.947087913709282,47.87763184050915,13.873452210669331,95.7552637996327,65.63286142685702,13.904269024556001,131.26572297606367,-1.5284023871648535,2.2331309804102575,4.187031897024368,7.421603282172782,-0.5439198669134748,20.381941534072986,43.26137254533818,22.4681992387307,85.28230330684016,59.449110646987705,1.1417645323142969,120.12756392809726,-0.042176834186979054,0.13632221653799123,0.11605834185837063,0.12098601397096068,2.617790065506626,4.777614109543746,-12.698431687438188,12.353347374115168,22.17384485037246,8.456121741029357,16.79861915391339,30.348066240009434,0.0009532569674775004
15,0.034000000000000016,0.0034577855684266526,0.000316283749180851,0.29201428983137445,0.0019434851682393526,-0.009910392088509745,0.00011779896451128606,0.23321694481002644,0.03342735616245968,0.15650634897073304,0.03294786235531974,-0.17309432385716975,-0.01023278904270349,1.0999999923678723,0.00012957886066272887,0.0,2.5,True,True,True,True,1.3076100138139695,0.6709543739587187,2.6152203870784287,9.997244499476661,3.835171132372194,19.994489363577838,40.860245147533085,9.480868445964287,81.7204906687304,53.461070071543475,9.50712583300962,106.92214052001984,-1.2258754592922454,3.0073336393473253,5.024893213005202,7.322193465708198,-1.6183514893345738,20.50593758863725,35.9518642472766,16.613471315511788,74.97186195971355,47.42697302886602,-0.1529674219038118,101.20350429578008,-0.4668571634116053,0.4720019957782582,0.7127996914665878,0.7896727135447794,2.6175334770895016,4.7883677618296625,-10.201859278414503,10.53409533927771,18.925823526833632,7.3624913814249995,13.66650592064014,24.728296769227466,0.0031175609910860658
16,0.03600000000000002,0.003924219458046705,0.00038313846150577033,0.29232730252931594,0.0020095941640587566,-0.010256539608945126,9.664809610142799e-05,0.24554407518626067,0.03604355469844582,0.16297257087085942,0.0168500991794307,-0.14773384742277773,-0.010695926947452986,1.0999999948625303,0.0001063129055460619,0.0,2.5,True,True,True,True,1.3076100138139695,0.6709543739587187,2.6152203870784287,9.997244499476661,3.835171132372194,19.994489363577838,40.860245147533085,9.480868445964287,81.7204906687304,53.461070071543475,9.50712583300962,106.92214052001984,-1.2115387897717755,2.8575490484897594,4.802367488943052,7.241669954751869,-1.618757416780916,19.924910277919217,35.9703168065622,16.704702162194376,74.11488946309974,47.40689949125815,-0.19642603889399304,100.3296621785382,-0.471880011049362,0.4723521123312883,0.7052848032592318,0.778426156853437,2.6114649298775685,4.78577535413997,-10.200654884945076,10.499696157699827,18.920750632149318,7.350123007166652,13.628140349019988,24.718957072647708,0.0009594709845259786
17,0.03800000000000002,0.004415307608419227,0.00045522557090266197,0.29265324767105766,0.002043523166572804,-0.010551963345237336,7.465631373016965e-05,0.2578844282255715,0.038642678661927644,0.1692291419755318,0.0014948552144185522,-0.12295630277983861,-0.01117192838952746,1.099999996934539,8.212194502690129e-05,0.0,2.5,True,True,True,True,1.3076100138139695,0.6709543739587187,2.6152203870784287,9.997244499476661,3.835171132372194,19.994489363577838,40.860245147533085,9.480868445964287,81.7204906687304,53.461070071543475,9.50712583300962,106.92214052001984,-1.1883222205162747,2.720398781668553,4.593236732810002,7.183884575354428,-1.6470666613526008,19.39595438463809,36.00338095556683,16.767336548749444,73.36196561733536,47.41249210398386,-0.2785723220548605,99.52191633850123,-0.4702964595260865,0.4757206381137854,0.7000417872130877,0.7772675806702407,2.605620388359245,4.782858948495229,-10.19167148032853,10.469330781113563,18.910700558528923,7.350685334197317,13.593372019926909,24.705188296336587,0.0009508889634162188
18,0.04000000000000002,0.00493107646487037,0.0005325109282265173,0.29299170595500873,0.002046756772819124,-0.010797829740248455,5.180827659465883e-05,0.27023709636324367,0.0412266699553614,0.1753020503037171,-0.013251329340058024,-0.09866236794902412,-0.011691608253734637,1.0999999985237465,5.69891042286309e-05,0.0,2.5,True,True,True,True,1.3076100138139695,0.6709543739587187,2.6152203870784287,9.997244499476661,3.835171132372194,19.994489363577838,40.860245147533085,9.480868445964287,81.7204906687304,53.461070071543475,9.50712583300962,106.92214052001984,-1.164779272344788,2.6062245787662954,4.416922741939057,7.143536186640217,-1.6739055113415864,18.941058093179564,36.03761432940761,16.823347664977074,72.71570814557991,47.427564624619215,-0.3561600336934202,98.80805081672071,-0.4697972062347261,0.4791225657339073,0.6949793947475943,0.7764241375316342,2.5996507795098487,4.780643482130685,-10.183509190605209,10.437557175653971,18.9012882623706,7.35228632860486,13.557423618746634,24.691438923552926,0.0010047430405393243
19,0.04200000000000002,0.0054715506575968575,0.0006149642681372401,0.2933423100556162,0.0020205132908593664,-0.010995106515219621,2.8022410190238923e-05,0.282601154961134,0.04379720431979145,0.18121350121497168,-0.02753384871307575,-0.07476218346622822,-0.012241014790772161,1.0999999995681096,3.082465120522885e-05,0.0,2.5,True,True,True,True,1.3076100138139695,0.6709543739587187,2.6152203870784287,9.997244499476661,3.835171132372194,19.994489363577838,40.860245147533085,9.480868445964287,81.7204906687304,53.461070071543475,9.50712583300962,106.92214052001984,-1.1416063700800065,2.510261518170241,4.266823443257404,7.1159052716834825,-1.69925946835372,18.550202268214075,36.0729721900671,16.8735377601294,72.15656108441816,47.44828291814221,-0.4290253462137597,98.17742798354735,-0.47001011987734787,0.4825393573999095,0.6900930357923248,0.7760702180444775,2.5934754005023817,4.77902584056316,-10.175798157461431,10.404413846162173,18.8922326206113,7.355083760123698,13.520208009085565,24.67752464166948,0.0009563560597598553
20,0.044000000000000025,0.006036752967519126,0.000702558676776823,0.2937047370580461,0.0019657199152746377,-0.011144581789639618,3.240891595396962e-06,0.29575853033953126,0.04816338573089286,0.18800878300604557,-0.025244905116340442,-0.04538680732174394,-0.011770405838493501,1.0999999999942232,3.564980754930656e-06,0.0,2.5,True,True,True,True,2.07189649836792e-06,7.831311230610538e-07,4.366196466154548e-06,8.814139878537105,8.814135418288679,17.62827998566772,37.29394982140014,15.601532662256755,74.58789988188552,64.37529769890473,15.63178351848335,128.75059564771306,-1.1167008044467464,1.4310139158326174,2.8085294796487834,6.016349144234729,2.599726984891555,16.316873112776896,32.90701647096145,22.862022487925508,64.27650759314783,58.160633453749924,3.373468410001105,114.87218963328903,-0.05173345251323379,0.1557172420631648,0.08257472409927731,-0.8085854847979802,2.2884572266203294,4.228887175732737,-11.173948721459363,9.476950037352545,17.253531988637064,7.730831016553377,16.216589194992345,29.67177687803366,0.003284816979430616
21,0.04600000000000003,0.006628270028198188,0.0007988854482386087,0.2940807546240582,0.001915495507164891,-0.011235309549901151,-2.0477516543447637e-05,0.3089297483178263,0.05253268497979338,0.19469376531186683,-0.023683763127759914,-0.016046546450019197,-0.011518228747524003,1.0999999997693695,-2.2525268196218155e-05,0.0,2.5,True,True,True,True,2.07189649836792e-06,7.831311230610538e-07,4.366196466154548e-06,8.814139878537105,8.814135418288679,17.62827998566772,37.29394982140014,15.601532662256755,74.58789988188552,64.37529769890473,15.63178351848335,128.75059564771306,-1.100541953627954,1.3488338336228256,2.69353917969508,6.02039030738476,2.5614761558853414,15.960115924688617,32.9871301864787,22.93935446973758,63.68593769076641,58.131332113479246,3.379695205600736,114.76046638382256,-0.053392699747039626,0.16014619580702366,0.07826090925700298,-0.8099187782866994,2.2824758413382953,4.228775346804608,-11.16921298272649,9.443835777605555,17.246129359737044,7.7351649846573185,16.16921601951848,29.653194730370085,0.0010416439035907388
22,0.04800000000000003,0.007246129524833841,0.0009039508181981954,0.2944701421546819,0.0018683878654507568,-0.011267359001753352,-4.357611306997225e-05,0.32211072672189306,0.05691141092965046,0.20128965908366106,-0.022324748067044563,0.013342298923175854,-0.011459671978059225,1.0999999989556175,-4.7933724361799556e-05,0.0,2.5,True,True,True,True,2.07189649836792e-06,7.831311230610538e-07,4.366196466154548e-06,8.814139878537105,8.814135418288679,17.62827998566772,37.29394982140014,15.601532662256755,74.58789988188552,64.37529769890473,15.63178351848335,128.75059564771306,-1.0817016681892047,1.279965074333011,2.592933857976527,6.02767048228877,2.543596182579184,15.666146569666513,33.0450372515811,23.01372688016128,63.1813084056402,58.10307853777113,3.402321556312709,114.66983215670685,-0.05902632543429963,0.16055979317140104,0.07159969153098567,-0.8168567232031827,2.2760369924856003,4.228435838208254,-11.169463943399414,9.407762258392149,17.23941234686408,7.734418085123642,16.116794473911487,29.63661974082282,0.0009859969140961766
23,0.05000000000000003,0.007890350978277626,0.0010177736400574964,0.29487272147284926,0.001823995759507778,-0.011240632135903317,-6.644760145536812e-05,0.33530055480656523,0.061296577623793806,0.20781054681439606,-0.02117961939493564,0.04284329259098886,-0.011550749174714115,1.099999997571594,-7.309236154711768e-05,0.0,2.5,True,True,True,True,2.07189649836792e-06,7.831311230610538e-07,4.366196466154548e-06,8.814139878537105,8.814135418288679,17.62827998566772,37.29394982140014,15.601532662256755,74.58789988188552,64.37529769890473,15.63178351848335,128.75059564771306,-1.051011576030441,1.2120615605841993,2.482236953956472,6.037483796656744,2.53030877149797,15.418562886678087,33.07453334632134,23.062356044861055,62.78449974041446,58.086586950337704,3.4135863766372565,114.5635886176332,-0.0648248672684765,0.16104452692987697,0.06504445026130097,-0.8231858227405089,2.2691516562509224,4.228433840061525,-11.169646737897754,9.37019909088827,17.232621975456016,7.735161957864287,16.063339911662887,29.618601314442323,0.0009722879622131586
24,0.05200000000000003,0.008560952087890757,0.001140366795305084,0.29528834256647807,0.001781893486309462,-0.011154904039291313,-8.939601290051718e-05,0.34849703834599133,0.06568356739297024,0.21427315187891469,-0.020212291959365136,0.07256038620057867,-0.011728481835040562,1.0999999956045943,-9.833561405959167e-05,0.0,2.5,True,True,True,True,2.07189649836792e-06,7.831311230610538e-07,4.366196466154548e-06,8.814139878537105,8.814135418288679,17.62827998566772,37.29394982140014,15.601532662256755,74.58789988188552,64.37529769890473,15.63178351848335,128.75059564771306,-1.0133649125756472,1.147029167970745,2.3681556760354066,6.049355827886395,2.5220961080120796,15.213770997122005,33.05743487148951,23.072997855692687,62.52174306914734,58.0784100160942,3.4101700649568603,114.43612610103682,-0.07086963269523285,0.16152645275587912,0.0585647366104014,-0.8290979078355006,2.2618126993366716,4.228669628152739,-11.169881188284908,9.331195774793805,17.225630625722378,7.737198144898218,16.00872872729661,29.599080597805166,0.0010193350026383996
25,0.054000000000000034,0.00925794616458274,0.0012717339300910245,0.2957168888702359,0.0017417260366186665,-0.011009742165432934,-0.00011259868991989942,0.3590517361704602,0.06903249401136013,0.21687195547129268,-0.025547406857104164,0.09305005241887644,-0.01109647987832286,1.0999999930268443,-0.0001238585586501665,0.0,2.5,True,True,True,True,1.3689029024174302,1.36810378888773,2.7378058628364137,9.472341573968585,6.213213911559894,18.944683206695476,31.64606486570584,10.921508585003913,63.292129791324236,49.003915997707495,10.930217079089331,98.00783205614951,-1.3430794255905627,2.281982294338364,4.096964401667953,6.600680865447238,0.9658404383011564,17.51875851309205,27.374402727178996,17.019485864443944,54.51877534760017,43.02359799101607,2.3722315768533497,91.86353805324993,-0.6961615599901857,0.5015565882488144,0.6840356641916013,0.005435974683529743,2.417741162084781,4.532252199971616,-8.851235590247828,7.903273291997045,14.625933006499796,6.143758730499907,12.156092451169298,22.55221755284859,0.003460048930719495
