step,sim_time_s,base_pos_x_m,base_pos_y_m,base_pos_z_m,base_roll_rad,base_pitch_rad,base_yaw_rad,base_lin_vel_x_mps,base_lin_vel_y_mps,base_lin_vel_z_mps,base_ang_vel_x_radps,base_ang_vel_y_radps,base_ang_vel_z_radps,ref_lin_vel_x_mps,ref_lin_vel_y_mps,ref_ang_vel_z_radps,gait_step_freq_hz,contact_FL,contact_FR,contact_RL,contact_RR,grf_mpc_FL_x_N,grf_mpc_FL_y_N,grf_mpc_FL_z_N,grf_mpc_FR_x_N,grf_mpc_FR_y_N,grf_mpc_FR_z_N,grf_mpc_RL_x_N,grf_mpc_RL_y_N,grf_mpc_RL_z_N,grf_mpc_RR_x_N,grf_mpc_RR_y_N,grf_mpc_RR_z_N,grf_actual_FL_x_N,grf_actual_FL_y_N,grf_actual_FL_z_N,grf_actual_FR_x_N,grf_actual_FR_y_N,grf_actual_FR_z_N,grf_actual_RL_x_N,grf_actual_RL_y_N,grf_actual_RL_z_N,grf_actual_RR_x_N,grf_actual_RR_y_N,grf_actual_RR_z_N,tau_FL_0_Nm,tau_FL_1_Nm,tau_FL_2_Nm,tau_FR_0_Nm,tau_FR_1_Nm,tau_FR_2_Nm,tau_RL_0_Nm,tau_RL_1_Nm,tau_RL_2_Nm,tau_RR_0_Nm,tau_RR_1_Nm,tau_RR_2_Nm,compute_actions_time_s
189,0.3820000000000003,0.2691911530941963,-0.0024126101000073925,0.309176947971865,-0.004913565226862043,-0.001306676094116499,-0.001459315897439826,1.086129076834272,0.05138431266591838,-0.07873391964713283,0.02713693771500901,-0.7354310368374983,0.07680465085374204,1.0999988287186193,-0.0016052469174272562,0.0,2.5,True,False,False,True,-11.646446460781252,3.550108498809241,96.16857439870826,0.0,-0.0,0.0,0.0,-0.0,0.0,-14.281107189136588,7.744131729329254,79.82380667919547,-12.130727321613465,5.443814109306687,89.52029686650104,0.0,0.0,0.0,0.0,0.0,0.0,-16.286267200124048,-0.6272570385654913,71.02187646035179,-5.325548477050926,-7.774527813297311,10.506795388811758,-2.0801493164073057,10.852306895609432,-9.298961969190309,1.6142882229265183,13.479880376317597,-3.9449841229108,6.124171594539265,-10.052453069962835,5.569015048826774,0.0020452330354601145
190,0.3840000000000003,0.27136341124786484,-0.002309841474675556,0.30901948013257075,-0.004859619640795493,-0.002776769986549299,-0.00129852063420589,1.0873032697811502,0.05223142032590446,-0.07904379230768833,0.03175146636919416,-0.6887193776838083,0.0778431555888802,1.0999990726144198,-0.0014283722962166857,0.0,2.5,True,False,False,True,-12.808031542682127,3.600435196724816,101.17268470802232,0.0,-0.0,0.0,0.0,-0.0,0.0,-14.225936253450175,5.849052343634495,79.6540563123152,-12.262541976236518,4.815109082186245,95.68744149500854,0.0,0.0,0.0,0.0,0.0,0.0,-16.341384679715794,-4.044356235251858,67.56464096937694,-5.554107215850786,-8.580944706584056,10.788957255924233,-2.4351587378427384,6.350515728586601,-10.397532536734632,1.4533756679279732,8.542449933259228,-5.078265726597035,6.658101642573139,-10.178508767690342,5.442674969725373,0.004804502008482814
191,0.3860000000000003,0.27353801778742715,-0.0022053786340237467,0.30886139254795536,-0.004796679207960951,-0.004153441016131021,-0.0011361847216002391,1.087438991646212,0.052906281771305186,-0.07940142023323143,0.03164887251676276,-0.6336376995851578,0.07971952279732038,1.0999992899964295,-0.0012498029248618479,0.0,2.5,True,False,False,True,-12.808031542682127,3.600435196724816,101.17268470802232,0.0,-0.0,0.0,0.0,-0.0,0.0,-14.225936253450175,5.849052343634495,79.6540563123152,-11.903915901620186,4.338066773315716,97.26906087029309,0.0,0.0,0.0,0.0,0.0,0.0,-16.48218945716581,-4.694274467078639,66.01642677081176,-5.5459609228175655,-8.790778163214306,10.630761748903936,-2.516615449540644,4.7248615757225005,-11.616043748739393,1.6461939607207114,6.647983395274976,-5.9693453723330245,6.664773397287204,-10.345289410265039,5.32864239049231,0.0021235879976302385
192,0.3880000000000003,0.27571289577071956,-0.0020995660704811363,0.3087025897074889,-0.004734173544594379,-0.005419942236388087,-0.000970706516957842,1.0865642608758792,0.05343678217470782,-0.07986492323753755,0.02912176752066145,-0.5698761506229321,0.08260944265544433,1.0999994817509127,-0.0010677770009643657,0.0,2.5,True,False,False,True,-12.808031542682127,3.600435196724816,101.17268470802232,0.0,-0.0,0.0,0.0,-0.0,0.0,-14.225936253450175,5.849052343634495,79.6540563123152,-11.536856453386786,3.8650753295447537,98.84891037194781,0.0,0.0,0.0,0.0,0.0,0.0,-16.603842581960418,-5.325629879299514,64.56742434786955,-5.538099651492972,-9.00547304130678,10.469287394371703,-2.6198830444970747,3.142109496463601,-13.058906137397784,1.8725342449212814,4.780607663216018,-6.956949220594935,6.6721002510805585,-10.52073992287406,5.2151317873027185,0.002082446007989347
193,0.3900000000000003,0.27788602429247133,-0.0019926925061317206,0.3085428598610138,-0.0046769516925524455,-0.006558904476936744,-0.0008001232543475316,1.08470985641929,0.053831007866027146,-0.0804507169196959,0.024708214737622778,-0.4974181879434252,0.08645833346115064,1.0999996478915468,-0.0008801354858722286,0.0,2.5,True,False,False,True,-12.808031542682127,3.600435196724816,101.17268470802232,0.0,-0.0,0.0,0.0,-0.0,0.0,-14.225936253450175,5.849052343634495,79.6540563123152,-11.1604080723661,3.3980788702998304,100.4157457484161,0.0,0.0,0.0,0.0,0.0,0.0,-16.72768530145497,-5.947556995971752,63.15485606052969,-5.529431882560561,-9.220506842363095,10.30541816368774,-2.7279264192631185,1.6062106624440833,-14.686715382208538,2.123781717395928,2.953096307328046,-8.027688088844336,6.680992827910913,-10.6999701924814,5.101041007600401,0.002112693968228996
194,0.3920000000000003,0.2800554440053099,-0.0018850304903996664,0.3083819584271744,-0.004628788012485582,-0.00755292553080511,-0.000622575219343887,1.0819717068972818,0.05410199579431336,-0.08119352485791238,0.018427061070163835,-0.4168622253752272,0.09077243408285572,1.09999978682006,-0.0006848326970380925,0.0,2.5,True,False,False,True,-12.808031542682127,3.600435196724816,101.17268470802232,0.0,-0.0,0.0,0.0,-0.0,0.0,-14.225936253450175,5.849052343634495,79.6540563123152,-10.80421618380208,2.9573577169057677,101.93052946157152,0.0,0.0,0.0,0.0,0.0,0.0,-16.87411534655037,-6.528198912534303,61.84318281368697,-5.520300151123833,-9.435634953954324,10.139517010226157,-2.840368246720479,0.10864487124041934,-16.492047849078357,2.398070816951788,1.1542187615158443,-9.179687757568944,6.690666161763932,-10.8829452993026,4.986294703967242,0.002043129992671311
195,0.3940000000000003,0.28221938741910446,-0.0017768264988110398,0.3082195713774586,-0.004593411338581897,-0.008385804001968866,-0.0004371820264464127,1.07062757110983,0.05829343537674075,-0.0716525700728759,-0.10510176501592072,-0.39524208224298946,0.09730332615339582,1.0999998948795335,-0.0004809002137721282,0.0,2.5,True,True,False,True,-3.3859104472561974,-0.8631385094543438,107.35336349900763,0.0,-0.0,0.0,0.0,-0.0,0.0,-6.644064930378305,4.600543441527049,72.21298814316066,-3.810631134694971,4.241123393076447,97.7859401183791,-66.45874349625278,17.36217746819688,106.27988454499074,0.0,0.0,0.0,-10.916989790856764,-5.3421742255561115,53.77628809599679,-4.496442410607927,-7.414757996357475,12.264142082827965,-2.7602252496055426,-5.171284871243101,-18.105740674695696,2.5932833298133646,-4.76575628539639,-10.407045537544876,6.264741036615955,-8.165036977261869,5.61895229987719,0.004488064907491207
196,0.3960000000000003,0.2843606425613241,-0.0016602396280575582,0.3080762662373128,-0.004805356284241462,-0.009175364911011563,-0.00023885510838529125,1.0599926413134289,0.061264539844256234,-0.06474302790911908,-0.2048605097413309,-0.3511624461468949,0.10218188624221906,1.0999999686215307,-0.00026274061672551784,0.0,2.5,True,True,False,True,-3.3859104472561974,-0.8631385094543438,107.35336349900763,0.0,-0.0,0.0,0.0,-0.0,0.0,-6.644064930378305,4.600543441527049,72.21298814316066,-3.065346386745165,3.0552440496570594,101.27239567712503,-51.15523273810296,11.80993628934069,81.23214906540461,0.0,0.0,0.0,-10.86617210430459,-5.984742664222918,52.53773864445465,-4.4851889582297595,-7.639380448518107,12.096636640281691,-2.6000437169837882,-6.865786016319875,-19.663575991020185,2.888150634585827,-6.504978993486637,-11.611413800075928,6.2739924504693345,-8.342318606031313,5.519369530218641,0.002093195915222168
197,0.3980000000000003,0.28648062784395095,-0.0015377105483690458,0.3079467801814946,-0.005217057655658666,-0.009876656877609857,-3.09649945450614e-05,1.0499079069080126,0.06297910115991974,-0.05993875165256219,-0.2807376528151581,-0.28581472450337797,0.10676040179056426,1.099999999472643,-3.406149399412482e-05,0.0,2.5,True,True,False,True,-3.3859104472561974,-0.8631385094543438,107.35336349900763,0.0,-0.0,0.0,0.0,-0.0,0.0,-6.644064930378305,4.600543441527049,72.21298814316066,-2.318458829474153,1.9309836907775202,104.49103049248498,-37.23799175592922,7.274238600642005,58.70571077885198,0.0,0.0,0.0,-10.83714990140637,-6.796618445550263,51.25052226988709,-4.456318795086865,-7.866023609177486,11.940842790632422,-2.4690394354877014,-8.48470326002674,-21.46304402031972,3.2274874549284487,-8.326554832972144,-12.841947302053736,6.314736919323008,-8.51384751149556,5.420250093153575,0.002080067992210388
198,0.4000000000000003,0.28858044365776697,-0.0014117523460492063,0.30782690267818946,-0.005780734736555775,-0.010447103556133985,0.00018570707731160613,1.0401211447121683,0.06373252939988563,-0.05715244147009341,-0.3400899733195103,-0.2019629922087084,0.11119718652702743,1.0999999810320849,0.00020427778386860853,0.0,2.5,True,True,False,True,-3.3859104472561974,-0.8631385094543438,107.35336349900763,0.0,-0.0,0.0,0.0,-0.0,0.0,-6.644064930378305,4.600543441527049,72.21298814316066,-1.5943076050102687,0.8523872882024605,107.73658360601391,-25.082204706079857,4.026022595366901,39.30534066415894,0.0,0.0,0.0,-10.832100129361011,-7.462066285038591,50.1087261456612,-4.429817232903906,-8.090091513812014,11.7814402931626,-2.376922736682352,-10.147940421840387,-23.26286606542162,3.587349498100516,-10.315056597211912,-14.14906445139991,6.34940843881612,-8.689136778505132,5.320868404975034,0.0021396189695224166
199,0.4020000000000003,0.2906606859471913,-0.001284287287249435,0.3077125977952493,-0.0064633092132309064,-0.010849660470375388,0.0004105828542468439,1.033329270228888,0.06675142781532933,-0.046971296263962715,-0.4249675913599434,-0.1895046184879028,0.11294537685327977,1.0999999072819473,0.0004516411269820469,0.0,2.5,True,True,False,True,-3.3859104472561974,-0.8631385094543438,107.35336349900763,0.0,-0.0,0.0,0.0,-0.0,0.0,-6.644064930378305,4.600543441527049,72.21298814316066,-5.070335906264188,5.137618039264938,95.99830384405949,-46.139316984546305,12.87486181670932,74.1166752370769,0.0,0.0,0.0,-11.484656784402414,-5.2664532607074745,53.983282698561474,-4.406046422791352,-8.312071845453081,11.61921890725498,-0.05783103754620259,0.19347615289075662,0.05698607442693291,0.07199912597120207,-0.2775273596692493,0.30523952921595704,6.378109729065512,-8.868109567654422,5.221211097150276,0.0009929189691320062
200,0.4040000000000003,0.2927273444876491,-0.0011507844316187763,0.30761865520272136,-0.007315766744685133,-0.011227104432077084,0.0006390933379709419,1.0304005413936013,0.06936640161170537,-0.0412378461724614,-0.43147135979421014,-0.20404169172155462,0.09878212575709984,1.0999997753578457,0.0007030026239122679,0.0,2.5,True,True,False,True,2.3537114292084382,-3.0586005871879154,83.49756062034285,2.24949986933622,-3.1087111537222865,6.2197696417996,4.526573834354792,-1.0631986275726668,38.18165996806373,-1.152129530672151,2.8641317012413565,47.95854920497037,-1.3882978652944002,3.6768259711425535,72.86440900199189,-40.02829649210095,8.472318964076997,63.30612592739964,0.0,0.0,0.0,-4.912066455166457,-2.702786187328341,41.265366625500214,-2.7188234762364423,-5.08158230338329,9.808849217651826,1.4019895878038486,1.4998494727743794,1.2547400103271888,-3.7093793201521628,5.158514747063924,8.04569408888457,4.325476422852838,-4.910769374543293,4.09315391811913,0.0033727900590747595
201,0.4060000000000003,0.2947881455704363,-0.0010120516283953656,0.30753617951037643,-0.008181003886899903,-0.011633644765557172,0.000839826720044656,1.028200808027169,0.07149839771706791,-0.03675333418869005,-0.42609239609673866,-0.21138475461890785,0.08437992273441383,1.099999612080117,0.0009238092834539572,0.0,2.5,True,True,False,True,2.3537114292084382,-3.0586005871879154,83.49756062034285,2.24949986933622,-3.1087111537222865,6.2197696417996,4.526573834354792,-1.0631986275726668,38.18165996806373,-1.152129530672151,2.8641317012413565,47.95854920497037,-1.2495258781783267,3.276254812442595,73.26759662643593,-33.083013813064134,6.336646273653488,52.11838744552762,0.0,0.0,0.0,-4.907902243227137,-2.9618096576340136,40.98031406990355,-2.695482281115712,-5.252545650121517,9.69943867403693,1.4146092473945102,1.5451646950622964,1.1838288275013549,-3.7163818901806964,5.186423845757556,8.037557070982746,4.35268307391732,-5.028776275081021,4.031923007747042,0.0010836300207301974
202,0.4080000000000003,0.29684454718649067,-0.0008690548329612298,0.3074626728419991,-0.009035230660479066,-0.01205494591304368,0.001012231604075312,1.0266191439851544,0.0732468794869012,-0.03330649980984776,-0.40946744764863197,-0.2128348979487338,0.0696522973620341,1.099999436462997,0.0011134545743395157,0.0,2.5,True,True,False,True,2.3537114292084382,-3.0586005871879154,83.49756062034285,2.24949986933622,-3.1087111537222865,6.2197696417996,4.526573834354792,-1.0631986275726668,38.18165996806373,-1.152129530672151,2.8641317012413565,47.95854920497037,-1.1272958889190283,2.98256191557315,73.53375250760278,-27.376142929512245,4.5419847935546125,42.936909930367264,0.0,0.0,0.0,-4.89341615363858,-3.147021281181086,40.688085363606135,-2.6829106696911027,-5.413996944064928,9.59095447207527,1.4236114269334825,1.5943979183504906,1.132633920808336,-3.7627786289761347,5.257724609507301,8.083524243595413,4.352644463035332,-5.128614865385249,3.9620537603200487,0.0009865519823506474
203,0.4100000000000003,0.298897785474461,-0.0007225610739874273,0.3073960598423794,-0.009855923768283283,-0.012479280916309676,0.0011555614007474077,1.0255428581584773,0.07467703008342964,-0.030720618807673128,-0.38418442997946506,-0.20936711356274973,0.05463664543040449,1.099999265572899,0.0012711172579302661,0.0,2.5,True,True,False,True,2.3537114292084382,-3.0586005871879154,83.49756062034285,2.24949986933622,-3.1087111537222865,6.2197696417996,4.526573834354792,-1.0631986275726668,38.18165996806373,-1.152129530672151,2.8641317012413565,47.95854920497037,-1.0266964597781345,2.695359372311775,73.79227014934045,-22.69297950531607,3.037304374179641,35.42493798180249,0.0,0.0,0.0,-4.898979421688682,-3.3108997980541446,40.41929965877888,-2.671981498167125,-5.5755377533084856,9.480965679248593,1.4315097302653175,1.6342162348047968,1.0929739606671416,-3.8056154506406057,5.322272024510644,8.126247701196213,4.349973602944549,-5.229332343846791,3.892074751217467,0.0009614290902391076
204,0.4120000000000003,0.30094887119077796,-0.000573207013820568,0.307334618604764,-0.010625733520706126,-0.012896874147029669,0.0012691262096833815,1.0248185855940282,0.07567972504552845,-0.02883563587435168,-0.36215686304852057,-0.2013089129314724,0.04080518026407566,1.0999991141253842,0.0013960384558894686,0.0,2.5,True,True,False,True,2.3537114292084382,-3.0586005871879154,83.49756062034285,2.24949986933622,-3.1087111537222865,6.2197696417996,4.526573834354792,-1.0631986275726668,38.18165996806373,-1.152129530672151,2.8641317012413565,47.95854920497037,-0.866219759484574,1.9451772077173877,74.49840456800622,-18.696125654404405,1.7858540985027982,29.059352721924103,0.0,0.0,0.0,-4.99092007706267,-4.419368871325967,39.91808976214726,-2.6627047977319753,-5.737257266349128,9.369631286343953,1.4380650926835166,1.6663645314228333,1.062818787067776,-3.845159458724054,5.380313332901838,8.166038167579758,4.344689121266187,-5.330701364838245,3.8218933122849337,0.0009711299790069461
205,0.4140000000000003,0.302998508361966,-0.00042184756372951114,0.3072769473330153,-0.01135117411183233,-0.013298570903703677,0.0013551630788089658,1.0163614394456915,0.06849446018575327,-0.012552467928145915,-0.16980396103011797,-0.07269690203351478,0.09932322284817045,1.0999989899433211,0.0014906789304259959,0.0,2.5,True,True,True,True,3.413524279796626,-4.5447562962107595,67.36030170781899,3.322892625208846,-4.015089515503269,8.03018322042443,4.618883031658461,-4.047911588296603,53.15679101227249,1.665243162397279,-1.6127425214228075,38.44242008540273,4.0990012210852225,-1.5172201552828972,57.9202918913256,-18.495013773629015,-1.515509415681638,28.727780942572736,-93.8486638857272,-18.74320528433982,176.7544771734183,-2.6996903632507054,-15.083382575561549,23.717487847803078,-1.541096592442076,-4.19082301768423,7.755111456915265,1.8751372580114571,2.1947170718723794,1.4882398706902533,-4.621639578053066,7.163487162406545,11.135363147410168,4.5870531656364575,-3.5128716230764354,3.5485063219005646,0.003446407034061849
206,0.4160000000000003,0.3050312312408574,-0.0002848586433580046,0.307251842397159,-0.011693460343541098,-0.013441666239434547,0.0015554894783681448,1.009429891357014,0.06179559441515993,0.0011100511915533573,0.0038991931190081874,0.04078344450673445,0.1479304894722173,1.099998669249134,0.0017110377362152466,0.0,2.5,True,True,True,True,3.413524279796626,-4.5447562962107595,67.36030170781899,3.322892625208846,-4.015089515503269,8.03018322042443,4.618883031658461,-4.047911588296603,53.15679101227249,1.665243162397279,-1.6127425214228075,38.44242008540273,3.59917788985285,-1.6380472775665957,57.767845955547614,-15.068828202849444,-3.1711539753301516,23.886485531924787,-76.54366188587268,-16.370444838578592,158.33409684537807,-2.8778062565464806,-14.830718081910499,23.385359854354924,-1.5350969803311887,-4.322346972367833,7.665676444443954,1.8821394731151166,2.2125226498213184,1.4724317886685003,-4.635697310052256,7.201257425702159,11.16036160500017,4.579801872486569,-3.597481346603665,3.494829126116786,0.0010244540171697736
207,0.4180000000000003,0.30705009102357145,-0.00016126745452768474,0.3072540624995421,-0.011689613432540717,-0.013356645933768396,0.0018504030895809412,1.0038579397258434,0.05554756785685818,0.012361189515264924,0.16108425788456682,0.14044187826267535,0.18791307505455396,1.0999981168051607,0.0020354422369823866,0.0,2.5,True,True,True,True,3.413524279796626,-4.5447562962107595,67.36030170781899,3.322892625208846,-4.015089515503269,8.03018322042443,4.618883031658461,-4.047911588296603,53.15679101227249,1.665243162397279,-1.6127425214228075,38.44242008540273,3.052638849276228,-1.6749954199180643,57.80326120479197,-11.537742881493202,-4.586966651225948,19.57723549035208,-61.61405754215479,-14.248898681998243,141.87747070973504,-3.116042272761191,-14.571511735324684,23.068765700241634,-1.5537199479992876,-4.48619982459062,7.570398083273567,1.8375858831258758,2.2233130090368363,1.4568617940694828,-4.586972245523036,7.345313682014485,11.03019001400732,4.560904639590317,-3.7105667050292492,3.444648034448872,0.0010005539515987039
208,0.4200000000000003,0.30905780690302315,-5.017231881396837e-05,0.30727878487857263,-0.011372368253994984,-0.013071447296788774,0.0022229979843321097,0.9993514966061138,0.04973795982568459,0.02169494745475091,0.30299645684306115,0.22766727865513892,0.2209441322053291,1.0999972820550983,0.0024452957687696422,0.0,2.5,True,True,True,True,3.413524279796626,-4.5447562962107595,67.36030170781899,3.322892625208846,-4.015089515503269,8.03018322042443,4.618883031658461,-4.047911588296603,53.15679101227249,1.665243162397279,-1.6127425214228075,38.44242008540273,2.5495495897433385,-1.662164507782466,57.76403988462348,-8.603965064430485,-5.418030973278841,17.157552926414567,-49.34374743002612,-12.419992523097065,127.97941316682028,-3.350065198694266,-14.316565256321617,22.766685696836806,-1.5695516038148392,-4.644315020643151,7.476564714671219,1.7975272572101706,2.2298749480788054,1.4467215190880234,-4.551500747162619,7.4394504531307275,10.918658725034739,4.539500668138437,-3.820801390952711,3.3940227368038083,0.0009902389720082283
209,0.4220000000000003,0.3110565098962354,4.9303600837400814e-05,0.3073221747734821,-0.010771984982547451,-0.012611248084409832,0.002659853728933935,0.9956753077097356,0.04434558044792883,0.029500306836301067,0.43110398003218087,0.303968687164085,0.24836298189101888,1.0999961088502717,0.0029258356518634754,0.0,2.5,True,True,True,True,3.413524279796626,-4.5447562962107595,67.36030170781899,3.322892625208846,-4.015089515503269,8.03018322042443,4.618883031658461,-4.047911588296603,53.15679101227249,1.665243162397279,-1.6127425214228075,38.44242008540273,2.0982288214190814,-1.6225787023984806,57.6911995487971,-6.44497948412781,-5.815218796961894,16.032928964807837,-39.25562565009227,-10.811281978231753,116.20035771774188,-3.575350964019526,-14.069350190769402,22.482767437395744,-1.5829835475627727,-4.797262953433064,7.383873911942271,1.7610330477269949,2.23160296778369,1.441139621746168,-4.526440691494737,7.494109521815201,10.822723072681809,4.515857484826149,-3.92852615077085,3.3430352036349094,0.0009994599968194962
210,0.4240000000000003,0.3130478605116549,0.00013799476173325845,0.3073811753871547,-0.009915811656934618,-0.011998205248759275,0.003150301893936981,0.9970016320286944,0.038759866813494456,0.03245382260584184,0.4433164599138651,0.33068261491961537,0.26431544018317266,1.0999945415834018,0.0034653263514420668,0.0,2.5,True,False,True,True,14.432690785766079,-6.673064130714467,46.78144881899401,9.56753129362868,-10.49812558794859,25.620504550631292,16.35555619480737,-2.4500991539828973,36.76144148927098,8.457473429230856,3.526735176601735,38.627730045041936,10.753686178861093,-3.8821828814135313,41.56425132372366,0.0,0.0,0.0,-27.58176390195973,-12.437297384282157,100.78264395627953,1.3342680057123684,-8.184992417931301,20.98910963184348,-0.10786879357711973,0.08147168572722474,7.3565129287838245,5.26565837416952,5.769356290922368,5.386284316992487,-3.248268365496173,9.118961987022676,8.68693308054965,3.0599667990537514,-2.1294270468704646,4.685601169545662,0.0037092179991304874
211,0.4260000000000003,0.3150418637757123,0.00021551449536024738,0.30744608303236637,-0.009035272079254197,-0.011331860726921494,0.0036726778559909848,0.998873180339425,0.033657142530532765,0.03447736500866821,0.44744138392979543,0.35171061580022894,0.27605745152960565,1.0999925812988904,0.004039936559419572,0.0,2.5,True,False,True,True,14.432690785766079,-6.673064130714467,46.78144881899401,9.56753129362868,-10.49812558794859,25.620504550631292,16.35555619480737,-2.4500991539828973,36.76144148927098,8.457473429230856,3.526735176601735,38.627730045041936,10.427802316142868,-3.764859893420505,41.058357599945126,0.0,0.0,0.0,-20.535873599089623,-10.926138815452306,92.02557082926405,1.4832453812391646,-7.283914447797278,22.079695764570985,-0.11838293520716794,-0.027543834307198478,7.303242446306191,5.239423854710104,5.73050044860539,5.381016278036924,-3.241141576848266,9.145625581503097,8.63571139456754,3.035315361516979,-2.232667837507572,4.637465788047278,0.0009892371017485857
212,0.4280000000000003,0.31703961013639115,0.0002828287804213129,0.3075150377623837,-0.008146383933782805,-0.010623722392422819,0.004218762363890973,1.0000051462748398,0.02919183442854526,0.036921421486770786,0.36958722644644937,0.35403561592949456,0.2720354046799752,1.0999902111387831,0.0046406248346454754,0.0,2.5,True,True,True,True,14.432690785766079,-6.673064130714467,46.78144881899401,9.56753129362868,-10.49812558794859,25.620504550631292,16.35555619480737,-2.4500991539828973,36.76144148927098,8.457473429230856,3.526735176601735,38.627730045041936,9.84530028098674,-3.57018896971067,40.81192094106978,8.024494899822946,-18.075237362195036,30.95776023055538,-16.640964147898863,-10.348172177018988,87.51413400882323,1.1234861610225473,-4.804245658825009,21.77763004152261,-0.11176404764318107,-0.11792921949739438,7.2483738101319934,5.315626483310767,5.712756167835892,5.420859563006451,-3.2144428199832586,9.175866600253782,8.579081049841635,3.0334432429188256,-2.325528662146414,4.590226206265636,0.0009725820273160934
213,0.4300000000000003,0.31903962042894085,0.00034121244927840346,0.3075888806053572,-0.007412739190270089,-0.00991143999658628,0.00475733664637175,1.0015727995131896,0.025177913726474092,0.03876472177235374,0.292507658755077,0.35218980042005715,0.2651289380267615,1.099987552284895,0.00523305057167029,0.0,2.5,True,True,True,True,14.432690785766079,-6.673064130714467,46.78144881899401,9.56753129362868,-10.49812558794859,25.620504550631292,16.35555619480737,-2.4500991539828973,36.76144148927098,8.457473429230856,3.526735176601735,38.627730045041936,9.546815144989177,-3.3939690163718046,40.12567160689213,8.021897023608991,-17.214050612173516,30.313507106251375,-11.763291950915207,-8.177221370772358,81.08724600923946,1.2850862360387656,-4.120420066388242,22.843432922995778,-0.1041664176468045,-0.20740966428207125,7.193944498633882,5.390931390028598,5.691899724286263,5.461054498256019,-3.1913535747200625,9.188470567500282,8.531266850844204,3.0330608737831715,-2.416539891185365,4.5412909063680145,0.0009906120831146836
214,0.43200000000000033,0.3210427660279672,0.00039156827673135166,0.30766641004890194,-0.006832743780486339,-0.00920330139945369,0.005282587970653219,1.00348808758171,0.021613151958475352,0.04011166328027556,0.21769207347312505,0.3469846962152743,0.25671033288858913,1.0999846518810745,0.0058108197417639324,0.0,2.5,True,True,True,True,14.432690785766079,-6.673064130714467,46.78144881899401,9.56753129362868,-10.49812558794859,25.620504550631292,16.35555619480737,-2.4500991539828973,36.76144148927098,8.457473429230856,3.526735176601735,38.627730045041936,9.29535946779346,-2.1665416574810195,39.32692051167831,7.729701603076085,-16.184804995302844,30.156339582713798,-7.637215463816979,-7.170465707265128,75.4664479599551,1.4535918655902174,-3.563362809689039,23.92214953524956,-0.08432936553504382,-0.29317727482536915,7.140179820548133,5.3908352336761425,5.634056931458239,5.45880424709709,-3.155336379167764,9.19300282208373,8.48711266957017,3.0519983159756023,-2.506621710629919,4.492021212816826,0.0009817190002650023
215,0.43400000000000033,0.32304974220313065,0.00043479458064830235,0.3077466333754625,-0.006401865110748188,-0.008505949755384545,0.005791425155300751,1.0053342484810677,0.019368169013307693,0.03982473302530858,0.18346689136823632,0.33007138491379556,0.24260105047792913,1.09998155271863,0.006370532058774554,0.0,2.5,True,True,True,True,14.06531430218006,-3.9110548891242978,39.72640225428374,8.465707843925511,-8.532797016903324,31.039061897351306,15.890821810701588,0.684516528115021,32.78009249758939,7.742389499434294,6.868102417247417,30.637532950959223,8.33392180959917,-0.3325040429596854,31.80819197850097,6.516574754923537,-14.114396377698466,35.12951686451021,-5.680518621789543,-5.344328721954923,68.14986939295257,2.1228430325187397,1.489815180923342,21.66083019452402,-0.5650560956222765,0.20125589276382824,6.437692492720383,5.344467167925119,5.750695190325177,6.372467482960482,-3.6252077909935285,8.640019499041863,7.637454900930521,1.2844558985483283,-1.7418609208581608,3.8097730551696385,0.0027938729617744684
216,0.43600000000000033,0.3250604107000928,0.0004735309186749177,0.3078262828415131,-0.006038863976351939,-0.00784280163339357,0.006272527629272894,1.0074173090467915,0.01744589952900902,0.03917343046901492,0.1506283194695776,0.3110790426672688,0.22693006666110727,1.099978360539377,0.006899735147435965,0.0,2.5,True,True,True,True,14.06531430218006,-3.9110548891242978,39.72640225428374,8.465707843925511,-8.532797016903324,31.039061897351306,15.890821810701588,0.684516528115021,32.78009249758939,7.742389499434294,6.868102417247417,30.637532950959223,8.11218619068641,-0.26763695809428084,31.14375088316269,6.293072634066109,-13.36900501688325,35.02691151559828,-2.8464938774505346,-3.7157509886943068,64.07159794957877,2.2555015760180392,1.8101412482453745,22.442599208191332,-0.547144941313575,0.1277853133285441,6.3942839100597135,5.353649000914871,5.684705786569624,6.36753155865169,-3.5971289125121477,8.629689345693844,7.607250548948807,1.3018486968881544,-1.8125042695136955,3.7710748074985916,0.0009821370476856828
217,0.43800000000000033,0.3270752453181864,0.0005084227177329357,0.30790462970245114,-0.005740997477198061,-0.00721798114227945,0.006722728198916276,1.0097213725686247,0.0157070888024735,0.03817582571847264,0.11432976270745551,0.2906453795897606,0.21046163702190318,1.099975142802679,0.007394945315996861,0.0,2.5,True,True,True,True,14.06531430218006,-3.9110548891242978,39.72640225428374,8.465707843925511,-8.532797016903324,31.039061897351306,15.890821810701588,0.684516528115021,32.78009249758939,7.742389499434294,6.868102417247417,30.637532950959223,7.969699759447028,-0.2589541292639567,30.791487118114237,6.276941383610884,-12.79597606876422,34.51176355903331,-0.4972664161104942,-3.029387226516211,60.63726628065554,2.3350327255989654,2.122848695687183,23.033758755396068,-0.536107437840565,0.0555549169752918,6.35190703093471,5.3561785643997455,5.620629350452809,6.363021032716103,-3.5811357754341655,8.614563434984444,7.580296918293571,1.304606114314037,-1.875593327875137,3.727866665853506,0.000977808958850801
