time,current_plan_index,leg,touchdown_index,hip_x,hip_y,hip_z,n_in_reach,n_safe,n_valid,min_valid_reach_dist,sel_x,sel_y,sel_in_reach,sel_passes_all,ik_max_reach
25.0300,336,BL,17,0.01167,0.15251,0.29986,134,134,134,0.27876,0.08442,0.15342,1,1,0.450
25.0300,336,FR,9,0.32660,-0.12136,0.30235,134,134,134,0.28124,0.45759,-0.14534,1,1,0.450
25.0320,336,BR,2,-0.12728,-0.11221,0.30554,133,133,133,0.28442,-0.05772,-0.10520,1,1,0.450
25.0580,337,FL,23,0.46050,0.16081,0.29995,134,134,134,0.27884,0.57703,0.17911,1,1,0.450
25.0580,337,BL,16,0.01044,0.15308,0.29989,134,134,134,0.27879,0.08218,0.15601,1,1,0.450
25.0580,337,FR,8,0.32571,-0.12133,0.30258,134,134,134,0.28147,0.45595,-0.14446,1,1,0.450
25.0600,337,BR,1,-0.12698,-0.11198,0.30554,133,133,133,0.28442,-0.05923,-0.10450,1,1,0.450
25.0900,338,FL,22,0.45778,0.16258,0.29996,134,134,134,0.27885,0.57050,0.18631,1,1,0.450
25.0900,338,BL,15,0.00775,0.15364,0.29992,134,134,134,0.27881,0.07833,0.15859,1,1,0.450
25.0900,338,FR,7,0.32462,-0.12164,0.30263,134,134,134,0.28152,0.45245,-0.14321,1,1,0.450
25.0900,338,BR,30,0.13967,-0.11311,0.29986,134,134,134,0.27876,0.21388,-0.11548,1,1,0.450
25.1040,338,FL,22,0.45440,0.16449,0.29984,134,134,134,0.27874,0.57082,0.19122,1,1,0.450
25.1040,338,BL,15,0.00466,0.15382,0.30004,134,134,134,0.27894,0.07334,0.16121,1,1,0.450
25.1040,338,FR,7,0.32379,-0.12167,0.30257,134,134,134,0.28146,0.44877,-0.14158,1,1,0.450
25.1040,338,BR,30,0.13646,-0.11010,0.29988,134,134,134,0.27877,0.20996,-0.10713,1,1,0.450
25.1160,339,FL,21,0.45300,0.16517,0.29983,134,134,134,0.27873,0.56560,0.19156,1,1,0.450
25.1160,339,BL,14,0.00352,0.15448,0.30008,134,134,134,0.27898,0.07150,0.16243,1,1,0.450
25.1160,339,FR,6,0.32325,-0.12151,0.30266,134,134,134,0.28155,0.44726,-0.14089,1,1,0.450
25.1160,339,BR,29,0.13525,-0.10929,0.29989,134,134,134,0.27879,0.20550,-0.10649,1,1,0.450
25.1280,339,FL,21,0.45203,0.16512,0.29977,134,134,134,0.27867,0.56903,0.19386,1,1,0.450
25.1280,339,BL,14,0.00254,0.15356,0.30012,134,134,134,0.27902,0.06965,0.16278,1,1,0.450
25.1280,339,FR,6,0.32279,-0.12222,0.30236,134,134,134,0.28125,0.44590,-0.14148,1,1,0.450
