id,velocity_mps,sim_time_s,walk_dist_x_m,walk_dist_y_m,fall_time_s
01,0.1,9.998,1.2073005521392324,0.017079403858710002,
01,0.3,9.998,2.9850617209211006,-0.010096401961128067,
02,0.5,9.998,4.75765480590723,-0.08876701799242744,
03,0.7,9.998,6.235291992875039,-0.5413554049436883,
04,0.9,9.998,5.357609550013027,-0.9797781526031565,
05,1.1,9.998,1.4352277406694975,0.3631089959022371,
