step,sim_time_s,base_pos_x_m,base_pos_y_m,base_pos_z_m,base_roll_rad,base_pitch_rad,base_yaw_rad,base_lin_vel_x_mps,base_lin_vel_y_mps,base_lin_vel_z_mps,base_ang_vel_x_radps,base_ang_vel_y_radps,base_ang_vel_z_radps,ref_lin_vel_x_mps,ref_lin_vel_y_mps,ref_ang_vel_z_radps,contact_FL,contact_FR,contact_RL,contact_RR,grf_mpc_FL_x_N,grf_mpc_FL_y_N,grf_mpc_FL_z_N,grf_mpc_FR_x_N,grf_mpc_FR_y_N,grf_mpc_FR_z_N,grf_mpc_RL_x_N,grf_mpc_RL_y_N,grf_mpc_RL_z_N,grf_mpc_RR_x_N,grf_mpc_RR_y_N,grf_mpc_RR_z_N,grf_actual_FL_x_N,grf_actual_FL_y_N,grf_actual_FL_z_N,grf_actual_FR_x_N,grf_actual_FR_y_N,grf_actual_FR_z_N,grf_actual_RL_x_N,grf_actual_RL_y_N,grf_actual_RL_z_N,grf_actual_RR_x_N,grf_actual_RR_y_N,grf_actual_RR_z_N,tau_FL_0_Nm,tau_FL_1_Nm,tau_FL_2_Nm,tau_FR_0_Nm,tau_FR_1_Nm,tau_FR_2_Nm,tau_RL_0_Nm,tau_RL_1_Nm,tau_RL_2_Nm,tau_RR_0_Nm,tau_RR_1_Nm,tau_RR_2_Nm,compute_actions_time_s
10,0.024000000000000007,0.0015133647745730829,2.2787704225561407e-05,0.2906393363759585,0.001698489711816708,-0.006970671986954002,0.0001717948728092775,0.15732981661919865,0.0029280825747680316,0.09635809832167337,-0.001773568847670856,-0.31951930822683716,0.004294609597860186,1.0999999837675871,0.00018897435916065685,0.0,True,True,True,True,5.757787263907083,-0.6570632145142155,11.515575249536022,4.485981737725918,-0.6594834829981909,8.971964179028848,52.67104563442719,-1.493379405771801,105.34209200099686,51.38353275312784,-1.499038332963015,102.76706624372787,3.7537517397422713,5.730757232412009,15.250805748176717,2.6634768373181,-4.314176716434371,16.591257438078223,48.217435947358894,8.914352217005858,99.40630163228687,46.610743514181436,-9.47974126710472,99.56356242830802,-0.923631237736882,1.6105870395849444,2.815781070175775,1.0520278674808845,1.2294720476874426,2.2677696036931874,-9.486425107462015,13.734916502593677,24.41987569892484,10.036312802232448,13.340447393829026,23.824082949073325,0.0025297629763372242
11,0.02600000000000001,0.00182802440781148,2.864386937509747e-05,0.29083205257260186,0.0016948878604009614,-0.007609724256818717,0.00017930002981732262,0.17083801841002946,0.0030031895431264426,0.10576214250532277,-0.005491329984239033,-0.28915340422945085,0.0038124700286634827,1.0999999823183246,0.00019723003174227993,0.0,True,True,True,True,5.757787263907083,-0.6570632145142155,11.515575249536022,4.485981737725918,-0.6594834829981909,8.971964179028848,52.67104563442719,-1.493379405771801,105.34209200099686,51.38353275312784,-1.499038332963015,102.76706624372787,3.540005831350955,5.629559683889501,13.989940139569038,2.427252398349164,-4.244567621494089,15.257807905443595,47.992808134269715,8.92140804089304,98.18172439162588,46.33476477483354,-9.55773949600428,98.27847673195161,-0.9117576921991393,1.60722715327609,2.8071547993625834,1.0448929451028952,1.225478022411802,2.2596208275135194,-9.467375765956964,13.695577201787803,24.40682308152802,10.02145613309642,13.300153601060824,23.814446119262,0.0009581009508110583
12,0.02800000000000001,0.002169700444631539,3.465024846135035e-05,0.2910435768576125,0.001683852687606987,-0.008188043121382105,0.0001859481924307494,0.18435750709216364,0.0030711227921030597,0.11475408997875697,-0.008457617306152777,-0.2584273073225032,0.0033868363525316114,1.0999999809827985,0.00020454301049508628,0.0,True,True,True,True,5.757787263907083,-0.6570632145142155,11.515575249536022,4.485981737725918,-0.6594834829981909,8.971964179028848,52.67104563442719,-1.493379405771801,105.34209200099686,51.38353275312784,-1.499038332963015,102.76706624372787,3.3912928613544877,5.573420934487985,12.874478994617332,2.2592505822031144,-4.21021433864106,14.072728037709064,47.84237649963166,8.947582334811715,97.09568088223392,46.14119142286501,-9.654743897795946,97.12716532962861,-0.903069392176559,1.6044444970308136,2.798876699023858,1.0378283750179549,1.22292188204716,2.2498836101341055,-9.452812325560044,13.657813528530216,24.393558363690705,10.007892330751012,13.263250695145935,23.80290970281911,0.0009639409836381674
13,0.030000000000000013,0.0025384154588158664,4.079249404555647e-05,0.29127308503757005,0.0016668875518406838,-0.008704908359055574,0.00019185614393516025,0.1978919932693409,0.003132517500816969,0.12337722758448713,-0.010829933423257292,-0.22743193756303395,0.00300920822955429,1.0999999797551712,0.00021104175703397804,0.0,True,True,True,True,5.757787263907083,-0.6570632145142155,11.515575249536022,4.485981737725918,-0.6594834829981909,8.971964179028848,52.67104563442719,-1.493379405771801,105.34209200099686,51.38353275312784,-1.499038332963015,102.76706624372787,3.28922776329547,5.541887050995428,11.894833022227182,2.1414484044828352,-4.196030069484727,13.03798245841125,47.746025645306,8.981418207847915,96.14158475030275,46.00532180610328,-9.753833854015998,96.10948951699154,-0.8960831174710395,1.6021752997484875,2.7920656164042987,1.0322471227816545,1.2207500855210736,2.2419774247679007,-9.440700199445818,13.620045559664915,24.381902491419552,9.996940031096543,13.226846336964938,23.79229464723258,0.0009663369855843484
14,0.032000000000000015,0.002934199445354548,4.705752904719041e-05,0.291519839492739,0.0016451806533359643,-0.009159781577151804,0.0001971214924024533,0.21144340409099982,0.003188218047762309,0.13167182121269852,-0.012728951199454254,-0.1962302757474,0.0026851420490932366,1.0999999786287145,0.00021683364023845211,0.0,True,True,True,True,5.757787263907083,-0.6570632145142155,11.515575249536022,4.485981737725918,-0.6594834829981909,8.971964179028848,52.67104563442719,-1.493379405771801,105.34209200099686,51.38353275312784,-1.499038332963015,102.76706624372787,3.222945214353094,5.531118865744249,11.039244401549011,2.0589864194710223,-4.194437109256873,12.139422528023575,47.68917626869754,9.019742082313478,95.3037170625935,45.91241604425528,-9.84891741560338,95.21089829174234,-0.8904508457128939,1.600168208314758,2.786500156475595,1.0278469681407778,1.2187874945376822,2.2356255220462593,-9.430593452174039,13.581867546596705,24.37139990110188,9.98812629291073,13.190452661907846,23.782271167980998,0.0009533129632472992
15,0.034000000000000016,0.0033570862535365477,5.3433965142715024e-05,0.29178318313516444,0.0016196784989835399,-0.00955225037232399,0.00020185131239849798,0.22340218299695894,0.0031041226988406958,0.13746568600663311,-0.01372825324743365,-0.1709202392139908,0.002424452596042328,1.0999999775908265,0.0002220364421305741,0.0,True,True,True,True,6.722587038078151,-0.7026797923053677,13.445174089086423,4.590326564442991,-0.7066073837494042,9.1806531417345,46.74221041420878,-2.182425945110354,93.48442084192868,44.58306800715338,-2.190334341202103,89.1661360277298,4.034200215457908,5.197858375157619,12.54895466641687,2.04550582248096,-3.8849409276481466,12.276193192218736,41.538750625075735,7.004898881014825,85.8253826315204,39.10737767181913,-8.817384510257389,84.9657340076025,-1.050010772301023,1.8460611259203545,3.2266364376831933,1.056561119611629,1.2436232608526498,2.2787376212750847,-8.130500611238455,12.036037794848431,21.626932702960133,8.902381889229924,11.429264697118905,20.636466753123944,0.0029895760235376656
16,0.03600000000000002,0.0038038906195304654,5.964221054039642e-05,0.2920581145071777,0.0015921801819585523,-0.009894098196932877,0.00020615144316455953,0.23537641824325603,0.003009416433989946,0.14298106898419785,-0.014409818618092415,-0.14577630565360122,0.0022093805401676835,1.0999999766258706,0.0002267665858748121,0.0,True,True,True,True,6.722587038078151,-0.7026797923053677,13.445174089086423,4.590326564442991,-0.7066073837494042,9.1806531417345,46.74221041420878,-2.182425945110354,93.48442084192868,44.58306800715338,-2.190334341202103,89.1661360277298,3.9888085661833315,5.189182560976553,11.970587425288999,2.002091777945372,-3.911465122115891,11.631518948772268,41.55570081104831,7.059816463582367,85.06100763892493,39.09435480167687,-8.936328554846279,84.08278216151216,-1.0462098770809893,1.8435464811009528,3.2227422087199127,1.0538768759962291,1.2416572883480868,2.2747954468254523,-8.1237640750704,11.999985455089046,21.619219069500804,8.89742890744112,11.39605234379909,20.62868752827135,0.0009847129695117474
17,0.03800000000000002,0.0042746434560169775,6.56610434083763e-05,0.2923440766451461,0.0015633207977308367,-0.010185657417049576,0.00021011040117459138,0.2473674175398379,0.0029056203161722514,0.14824565848515248,-0.0148427879714497,-0.12081673940589843,0.0020349595838749933,1.0999999757194907,0.00023112143959152137,0.0,True,True,True,True,6.722587038078151,-0.7026797923053677,13.445174089086423,4.590326564442991,-0.7066073837494042,9.1806531417345,46.74221041420878,-2.182425945110354,93.48442084192868,44.58306800715338,-2.190334341202103,89.1661360277298,3.9608653255874233,5.193276981741888,11.47095447264079,1.9729966889005222,-3.937734607090365,11.073171875657508,41.58652396440373,7.115205467282006,84.37838656028202,39.10030104476487,-9.047131937865176,83.2971299855678,-1.0431283209271343,1.8414513457620962,3.2190784602583653,1.0517528545545285,1.2401466504276548,2.2707705252077734,-8.11809925041668,11.96664924468974,21.608453348219953,8.893556034338765,11.365385290319,20.617961384622784,0.0009555090218782425
18,0.04000000000000002,0.004769378291096653,7.14722840407208e-05,0.2926405679621164,0.0015335971300809298,-0.010427296908267714,0.00021380635237386336,0.2593743033095693,0.0027939278288053714,0.15329001265244957,-0.015092889613359889,-0.09600071334190215,0.0018976795819188384,1.0999999748577642,0.00023518698581939326,0.0,True,True,True,True,6.722587038078151,-0.7026797923053677,13.445174089086423,4.590326564442991,-0.7066073837494042,9.1806531417345,46.74221041420878,-2.182425945110354,93.48442084192868,44.58306800715338,-2.190334341202103,89.1661360277298,3.949327880552387,5.208865103260296,11.0436988394396,1.9575901961381035,-3.9635424012758436,10.597607389629554,41.62230480441867,7.166751202652273,83.7850164475056,39.11439752250053,-9.148111590976622,82.60980025086187,-1.0406431075547307,1.839230952894295,3.2159923405291044,1.0501004447122597,1.2385417894812405,2.2675358348570174,-8.113301592557349,11.931914069600143,21.59810744563875,8.890575833252393,11.333524617226704,20.607414517668392,0.0009506640490144491
19,0.04200000000000002,0.005288126897715792,7.706013969833154e-05,0.29294714798742133,0.001503374477823898,-0.010619303876782782,0.00021731034984209243,0.27139527813294895,0.002675200286665036,0.15814439009048817,-0.015188347290989867,-0.07129764816293888,0.0017918764392963512,1.0999999740269166,0.00023904138294489506,0.0,True,True,True,True,6.722587038078151,-0.7026797923053677,13.445174089086423,4.590326564442991,-0.7066073837494042,9.1806531417345,46.74221041420878,-2.182425945110354,93.48442084192868,44.58306800715338,-2.190334341202103,89.1661360277298,3.940377277462782,5.215997139463588,10.68112938038845,1.9482406837798658,-3.9853720612861,10.194926796911172,41.66048134659315,7.214389053786183,83.2686700152793,39.13377976921083,-9.23969749049554,82.00792743237834,-1.0386178559316226,1.8368188050761778,3.213378346448382,1.0488381130877447,1.2368096335624246,2.2649605033483606,-8.10923328130797,11.89577745324614,21.587948971562067,8.888353494706571,11.300426942074969,20.59687004785829,0.0009506000205874443
20,0.044000000000000025,0.0058309174539816905,8.241054027166162e-05,0.2932634367676023,0.0014729617379833802,-0.010761904348429052,0.00022068208572968186,0.2819132424757143,0.001904947853386112,0.1607664009135107,-0.021086530998419162,-0.05296196181499295,0.0020362441207652454,1.0999999732146795,0.00024275029233230313,0.0,True,True,True,True,8.679875869940664,-1.3183380292127562,17.359751829288896,3.881279285519736,-1.3264694358381313,7.7625586589184135,41.98838317862422,-4.859607586533403,83.97676645041842,37.1389408679321,-4.873824712541884,74.27788182735618,5.742286559848231,4.44549060545235,14.278681727532627,1.2011359913639883,-3.8419746740886924,9.211981158284301,36.72586039139512,3.509777757727413,76.1695605225043,31.802522712282915,-9.67609997848733,70.85906209635529,-1.2255723634827032,2.330878906248017,4.109094432153398,1.0862936298888912,1.055327622249528,1.9381973460611026,-6.493628786109577,10.666358798425486,19.389418702744596,8.231482598261065,9.40283717918599,17.166494736926143,0.0030835489742457867
21,0.04600000000000003,0.006394743938933119,8.622043597843384e-05,0.2935849695694293,0.0014307462940890718,-0.010867834073070348,0.0002246010128364016,0.2924396090732919,0.001123348629455628,0.1632258207817693,-0.02639118668553379,-0.034955554910268166,0.002312164036596443,1.0999999722549119,0.0002470611120428502,0.0,True,True,True,True,8.679875869940664,-1.3183380292127562,17.359751829288896,3.881279285519736,-1.3264694358381313,7.7625586589184135,41.98838317862422,-4.859607586533403,83.97676645041842,37.1389408679321,-4.873824712541884,74.27788182735618,5.713553779890804,4.437893775604074,14.123141380524748,1.1973898502382758,-3.863912453054738,8.921480837866364,36.7771714144754,3.560427369394073,75.69214112518824,31.852273676688462,-9.771336590377846,70.1929471182637,-1.2239323446468084,2.326485823843716,4.106501762274898,1.0857693391204168,1.0537580813690028,1.9368468544663666,-6.490214230758672,10.630981055110997,19.380665516917457,8.231303514684857,9.372620872646078,17.15804564619903,0.000997213996015489
22,0.04800000000000003,0.006979623157079703,8.84671332373451e-05,0.29391142121099284,0.0013779145711169845,-0.010937751608028012,0.00022912742710818538,0.30297416062482113,0.0003292048101938473,0.16554066727019434,-0.031350252367696806,-0.01724842680636442,0.002625089835092644,1.0999999711253423,0.00025204016761367856,0.0,True,True,True,True,8.679875869940664,-1.3183380292127562,17.359751829288896,3.881279285519736,-1.3264694358381313,7.7625586589184135,41.98838317862422,-4.859607586533403,83.97676645041842,37.1389408679321,-4.873824712541884,74.27788182735618,5.67346986897465,4.420834218652903,13.99985769665912,1.1949015171260697,-3.88234083763713,8.66978766087015,36.82886118969404,3.6035953562489635,75.26652667866949,31.904964472097706,-9.866346678293315,69.59720519134919,-1.2213684531974869,2.322207805970599,4.103896435603793,1.0874856763844025,1.0526457662653788,1.9349081535400479,-6.485449811535752,10.597937674645573,19.368581578681518,8.233911857814538,9.344743306201007,17.146384140692575,0.0010048549738712609
23,0.05000000000000003,0.007585571478329346,8.912554285773279e-05,0.29424250254553325,0.0013151570572832597,-0.010972255499913874,0.00023433146305325227,0.3135174207081795,-0.0004766075124513206,0.16772950040995327,-0.036052062806343925,0.00022116665236346367,0.0029573048552828515,1.0999999697988212,0.00025776460699954883,0.0,True,True,True,True,8.679875869940664,-1.3183380292127562,17.359751829288896,3.881279285519736,-1.3264694358381313,7.7625586589184135,41.98838317862422,-4.859607586533403,83.97676645041842,37.1389408679321,-4.873824712541884,74.27788182735618,5.674255348699073,4.4130353459080105,13.903594677857404,1.198277748905421,-3.909593695376793,8.462750736474947,36.87431615595231,3.6422175179214613,74.89832940051092,31.951908828083667,-9.950847198760817,69.08001671460299,-1.2191025519323722,2.317710862298898,4.101376900571229,1.089225741857823,1.0513904722171186,1.9332956140080637,-6.481216279892595,10.563365452740848,19.356486107406116,8.236635952665583,9.315407534626504,17.134730296335615,0.0009622719953767955
24,0.05200000000000003,0.008212606319745705,8.817232783283015e-05,0.29457796154635313,0.0012429880275880282,-0.010971820732183835,0.0002402469897691431,0.3240670816904843,-0.001292179845818306,0.16981199273082,-0.0405297045171451,0.01752588768058929,0.0033126191847305656,1.0999999682547614,0.0002642716862038248,0.0,True,True,True,True,8.679875869940664,-1.3183380292127562,17.359751829288896,3.881279285519736,-1.3264694358381313,7.7625586589184135,41.98838317862422,-4.859607586533403,83.97676645041842,37.1389408679321,-4.873824712541884,74.27788182735618,5.657669201013506,4.39890973327679,13.82852589820303,1.202231339330065,-3.925249797671624,8.294752343882756,36.91472344979331,3.677526015060052,74.57934686213757,31.99329172987756,-10.026091348444409,68.63009051661264,-1.2170828541053575,2.3130315022560866,4.098911314457206,1.0910502427156257,1.049992013203681,1.9319504610805847,-6.4774171760030805,10.527333178980076,19.344238051514868,8.23950696325081,9.284668312289106,17.12297104591469,0.0009986390359699726
25,0.054000000000000034,0.008860740483126673,8.558796814119353e-05,0.29491758553181474,0.0011618555791441843,-0.010936776948500482,0.00024691477040749094,0.3337610682530338,-0.002273899097124215,0.1706595864500026,-0.04186822005457853,0.029810397577704546,0.0034489658618003884,1.0999999664682032,0.00027160624468840807,0.0,True,True,True,True,9.878097283890208,-1.4539154411776543,19.756194571525494,4.005915922718345,-1.462694087462733,8.011831849114053,38.83564532639776,-5.51454530458266,77.67129065671455,32.901014631218565,-5.5283230997550685,65.80202926628122,6.737730168498488,4.319214085590484,15.82531050977998,1.2654650300804866,-3.9566178939816385,8.682937621393503,33.63810847756624,2.2486003429762755,69.82040470492908,27.819377263811315,-9.602353298665276,62.49377458548818,-1.3964628310838605,2.607241315938618,4.644523250431455,1.1534150962500782,1.079446460821267,1.9880057293399946,-5.708797842153621,9.712287667687258,17.887351927872295,7.63357963002333,8.208941478404796,15.170863520307087,0.003144978021737188
