step,sim_time_s,base_pos_x_m,base_pos_y_m,base_pos_z_m,base_roll_rad,base_pitch_rad,base_yaw_rad,base_lin_vel_x_mps,base_lin_vel_y_mps,base_lin_vel_z_mps,base_ang_vel_x_radps,base_ang_vel_y_radps,base_ang_vel_z_radps,ref_lin_vel_x_mps,ref_lin_vel_y_mps,ref_ang_vel_z_radps,contact_FL,contact_FR,contact_RL,contact_RR,grf_mpc_FL_x_N,grf_mpc_FL_y_N,grf_mpc_FL_z_N,grf_mpc_FR_x_N,grf_mpc_FR_y_N,grf_mpc_FR_z_N,grf_mpc_RL_x_N,grf_mpc_RL_y_N,grf_mpc_RL_z_N,grf_mpc_RR_x_N,grf_mpc_RR_y_N,grf_mpc_RR_z_N,grf_actual_FL_x_N,grf_actual_FL_y_N,grf_actual_FL_z_N,grf_actual_FR_x_N,grf_actual_FR_y_N,grf_actual_FR_z_N,grf_actual_RL_x_N,grf_actual_RL_y_N,grf_actual_RL_z_N,grf_actual_RR_x_N,grf_actual_RR_y_N,grf_actual_RR_z_N,tau_FL_0_Nm,tau_FL_1_Nm,tau_FL_2_Nm,tau_FR_0_Nm,tau_FR_1_Nm,tau_FR_2_Nm,tau_RL_0_Nm,tau_RL_1_Nm,tau_RL_2_Nm,tau_RR_0_Nm,tau_RR_1_Nm,tau_RR_2_Nm,compute_actions_time_s
991,1.9860000000000015,1.2991568329256764,0.4250563708025742,0.43635645229925984,-1.3954829987493165,0.9951726122424289,-1.9573840380084673,0.6293064506308873,0.8240854316666305,-0.16645901409081096,1.2457381068171274,0.12705046681198529,-0.5703671506066333,-0.4147331661372471,-1.0188210838541647,0.0,True,False,False,False,73.66819499721036,-73.66819499868657,147.33638999854304,0.0,-0.0,0.0,-0.0,-0.0,0.0,9.806941982910241e-10,-3.9202957752072414e-08,7.979239746117716e-08,7.001823471887651,12.569461156712515,114.04507667244228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.140396128958564,9.338076590626802,22.050839454687047,1.360594185986826,-3.3553962774803394,-2.6746544070178455,1.8274440686749762,4.0926834493987085,3.5756159733701116,-0.07457908614239185,2.011931811004253,-0.04078151069221062,0.002043822023551911
992,1.9880000000000015,1.3004154458269381,0.42670454166590743,0.4360235342710782,-1.3936843658701226,0.9940940872042892,-1.958210268821602,0.6306364720796762,0.8275420142533454,-0.16952618430006292,1.2899849303046254,0.11289485784336444,-0.5662638170532025,-0.41557480585370854,-1.0184780708192263,0.0,True,False,False,False,73.66819499721036,-73.66819499868657,147.33638999854304,0.0,-0.0,0.0,-0.0,-0.0,0.0,9.806941982910241e-10,-3.9202957752072414e-08,7.979239746117716e-08,7.118353474416512,12.927367364544812,113.79696780246016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.955902417550668,9.220487586311494,22.007092521308508,1.2200617778522906,-3.52699015925619,-2.350926840469416,1.7252145067823692,3.675375991476724,3.295866612393347,-0.06999607893048194,2.0042068359933065,-0.03808564762211784,0.0020383369992487133
993,1.9900000000000015,1.3016767187710976,0.4283596256944141,0.4356844819024781,-1.3917536780743256,0.9930194653329432,-1.9589850942952127,0.6319703079484131,0.8309428284284337,-0.172672598863683,1.3373833689668786,0.1010737951688352,-0.562518467111867,-0.41636382378223324,-1.01815576718174,0.0,True,False,False,False,73.66819499721036,-73.66819499868657,147.33638999854304,0.0,-0.0,0.0,-0.0,-0.0,0.0,9.806941982910241e-10,-3.9202957752072414e-08,7.979239746117716e-08,7.225830860681588,13.27906538875083,113.54644859993668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.769369115113507,9.102639661737479,21.96229075990382,1.0794929878759274,-3.6913429730750944,-2.0162921174219766,1.6250471673946627,3.271511877108127,3.0502260037592075,-0.06564699922462879,1.9964111039992505,-0.0355494485106506,0.0020483509870246053
994,1.9920000000000015,1.3029406593869943,0.430021511351271,0.4353391367047507,-1.3896922692689846,0.9919488248583082,-1.9597175615420999,0.6333105252810217,0.8342974193942102,-0.17588131103354748,1.3878687512631391,0.09134518959220957,-0.5590168763194197,-0.4171094777759262,-1.0178505212208198,0.0,True,False,False,False,73.66819499721036,-73.66819499868657,147.33638999854304,0.0,-0.0,0.0,-0.0,-0.0,0.0,9.806941982910241e-10,-3.9202957752072414e-08,7.979239746117716e-08,7.332511476864352,13.619854921901267,113.29521180794887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.580889864369459,8.98484920593181,21.91653589954564,0.9398174113271027,-3.8472550082727452,-1.670788247769,1.5282589431339664,2.8814478888844155,2.83064015814282,-0.061524112823430684,1.988578173265317,-0.033166246236156174,0.0020492110052146018
995,1.9940000000000015,1.3042072804375564,0.4316901061900594,0.4349873740826836,-1.387500753070452,0.9908823999583443,-1.9604157214407008,0.6353405675493127,0.837141897849761,-0.17829510376261945,1.4348768890905488,0.08126596623182322,-0.552850328021098,-0.41781999847962575,-1.0175590640697403,0.0,True,False,False,False,73.66819496631325,-73.66819498360981,147.33638998053402,0.0,-0.0,0.0,-0.0,-0.0,0.0,-1.7402633723182879,-1.7402635892763516,3.4805271937399422,6.851185280343105,14.643717178755686,112.48137157272429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.390547307107838,8.867481599415154,21.869916711789198,1.7195743929399037,-3.416646951762343,-1.5760674649374038,0.7223223250345674,6.389099710920872,6.11591852269081,1.0576456671220613,0.9707338025382515,-0.313858134986837,0.005066044977866113
996,1.9960000000000016,1.305477961572655,0.4333643899857589,0.43463078387515836,-1.385183866540491,0.989825266082244,-1.9610768721149006,0.6373419273720827,0.8399704660304865,-0.18073674164981177,1.4844308538435724,0.07266503648118855,-0.5466710229582397,-0.41849266697308046,-1.0172825997183668,0.0,True,False,False,False,73.66819496631325,-73.66819498360981,147.33638998053402,0.0,-0.0,0.0,-0.0,-0.0,0.0,-1.7402633723182879,-1.7402635892763516,3.4805271937399422,7.043664028092621,14.85487980193271,112.24918010646387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.198408316936124,8.750867902245881,21.82252058506128,1.577577042101291,-3.568689353560824,-1.2185893690488445,0.6932091448133906,6.051761785962534,5.859914237737536,1.0542339661869604,0.9439165366742128,-0.3247668407871087,0.0020539129618555307
997,1.9980000000000016,1.3067526454273992,0.43504433091781985,0.43426931039185873,-1.3827412240832957,0.9887779463734261,-1.9617065904789102,0.6393282096779987,0.842773087373691,-0.18320102449802367,1.5362345672255917,0.06533942980958318,-0.5405164385352591,-0.4191331854895422,-1.017018865518919,0.0,True,False,False,False,73.66819496631325,-73.66819498360981,147.33638998053402,0.0,-0.0,0.0,-0.0,-0.0,0.0,-1.7402633723182879,-1.7402635892763516,3.4805271937399422,7.279474128287667,15.033034761719378,112.02079197698906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.004336046213036,8.63562414066973,21.774881916650838,1.4620879010268073,-3.709143767237259,-0.8647978441925869,0.6656576711728576,5.718699361127022,5.6102995381076,1.051326248448543,0.9084920541179131,-0.3356846495664441,0.0020697229774668813
998,2.0000000000000013,1.3080313018467553,0.4367298770925672,0.43390290834286266,-1.3801724046749655,0.9877408283611588,-1.9623097137677097,0.6413009879803988,0.8455513399083985,-0.18568993390549096,1.5902018644560065,0.05911355559398533,-0.5343750763166716,-0.4197464969838382,-1.0167658915747504,0.0,True,False,False,False,73.66819496631325,-73.66819498360981,147.33638998053402,0.0,-0.0,0.0,-0.0,-0.0,0.0,-1.7402633723182879,-1.7402635892763516,3.4805271937399422,7.545779353045635,15.17547616425325,111.80493062959154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.808243362414945,8.521318765723223,21.726642714453558,1.3475399472068315,-3.8391473971219012,-0.5035860311410031,0.6477172643364726,5.371814392752911,5.369797340227508,1.047633070154843,0.873314666608018,-0.3465797080354685,0.002046942012384534
999,2.002000000000001,1.3093139038227162,0.43842097977238403,0.43353152847505166,-1.377476593070419,0.9867142687447208,-1.962890410546472,0.6432626702204723,0.8483063945924113,-0.18820578992844916,1.6462412243102889,0.05381676570334971,-0.5282399310772417,-0.42033685885755456,-1.0165219747185816,0.0,True,False,False,False,73.66819496631325,-73.66819498360981,147.33638998053402,0.0,-0.0,0.0,-0.0,-0.0,0.0,-1.7402633723182879,-1.7402635892763516,3.4805271937399422,7.841747101315046,15.28462350854708,111.60069189416087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.610169736932022,8.408123072082413,21.677875123469217,1.2350260055843827,-3.957910573936178,-0.13582071801252582,0.6385505042611801,5.013036486530314,5.13763160127786,1.0432135002062863,0.83833067515373,-0.35744247441437743,0.0020480219973251224
1000,2.004000000000001,1.3106004291631572,0.44011759256156885,0.43315511689519476,-1.374652613895863,0.9856985846264217,-1.9634522068116242,0.6459490138062959,0.8500972169370961,-0.1898364936566285,1.69947280732342,0.049634216245507706,-0.5194390196871049,-0.4209078707440398,-1.0162856706387822,0.0,True,False,False,False,73.66819496020996,-73.66819498060595,147.33638997618084,0.0,-0.0,0.0,-0.0,-0.0,0.0,-4.059504135343685,-4.059504273025498,8.119008563158031,7.965464249747208,15.642237158865354,110.93300591329337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.410148500716037,8.296239213199748,21.628641179432076,2.1845623408799577,-3.489066715161205,-0.12484252656331007,-0.2940203739693903,8.812444136922048,6.346409569204719,2.4723531185135084,-0.6636626049533456,-0.8300197710269493,0.004782778036314994
1001,2.0060000000000007,1.3118923271907699,0.44181778699544305,0.4327754439078815,-1.3717079842702131,0.9846994158886315,-1.9639973543984492,0.6485845705467647,0.8518701531032398,-0.19150897992089502,1.753976861373722,0.045822758254775005,-0.5106373198791385,-0.4214618338535332,-1.016056062727258,0.0,True,False,False,False,73.66819496020996,-73.66819498060595,147.33638997618084,0.0,-0.0,0.0,-0.0,-0.0,0.0,-4.059504135343685,-4.059504273025498,8.119008563158031,8.464795998723805,15.496128713993725,110.80661471586033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.208206613486142,8.185855287090167,21.579002205906416,2.0778499234760006,-3.6032046384675556,0.24307700196386361,-0.20826072506056303,8.489535431269312,6.082446357391135,2.4548875380068016,-0.7210028017866887,-0.8571301972820642,0.0022107550175860524
1002,2.0080000000000005,1.3131894963318633,0.4435215273016495,0.43239242594803967,-1.3686413695630124,0.9837168885295591,-1.9645272790199382,0.651190910041714,0.8536101276285255,-0.193216441518849,1.8093822654680578,0.04220218669981228,-0.5018904175007783,-0.4220002077753084,-1.0158325770704526,0.0,True,False,False,False,73.66819496020996,-73.66819498060595,147.33638997618084,0.0,-0.0,0.0,-0.0,-0.0,0.0,-4.059504135343685,-4.059504273025498,8.119008563158031,9.000833017548832,15.327927048022453,110.68148016620995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.004213967384588,8.077139168386731,21.529671429666205,2.008669956010956,-3.7054612962859053,0.5997473174846142,-0.12865704275091416,8.158800495204934,5.826928421656798,2.437843903554608,-0.7904373846422841,-0.8838224526818522,0.002097342978231609
1003,2.0100000000000002,1.3144918781519468,0.44522874755690656,0.432005993065002,-1.3654516633195162,0.9827509503167899,-1.965042791974622,0.6537737504145422,0.8553208634998261,-0.19496339076409505,1.8655329718849518,0.03859280827151581,-0.49319503194722136,-0.4225238265313457,-1.0156148955255182,0.0,True,False,False,False,73.66819496020996,-73.66819498060595,147.33638997618084,0.0,-0.0,0.0,-0.0,-0.0,0.0,-4.059504135343685,-4.059504273025498,8.119008563158031,9.56250498486795,15.130685111527017,110.57000067181595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.79813622433442,7.969985927587689,21.48016632851741,1.943740817850609,-3.7956774100764967,0.9581797849190602,-0.039554772438979535,7.809380486273913,5.585145959626008,2.419713118816597,-0.8589960586756089,-0.9100400036396427,0.0020625730394385755
1004,2.012,1.3157994256527759,0.4469393892839062,0.43161606628347376,-1.3621375299908591,0.9818014823836432,-1.965544055926946,0.6563395205073704,0.8570049958318062,-0.19675432086334518,1.9222677306724203,0.034827362644868416,-0.4845522612530151,-0.42303286456375677,-1.0154029719766346,0.0,True,False,False,False,73.66819496020996,-73.66819498060595,147.33638997618084,0.0,-0.0,0.0,-0.0,-0.0,0.0,-4.059504135343685,-4.059504273025498,8.119008563158031,10.147513378664016,14.908837625300436,110.46983948775181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.589996368153553,7.864460252898704,21.430536565814137,1.884849158180339,-3.8734564800113094,1.3170635077630015,0.05740358155243941,7.443389929131267,5.3554530061568775,2.400617821935063,-0.9267833067839395,-0.9357775272099935,0.0020461699459701777
1005,2.014,1.3171121046937906,0.4486533992755698,0.43122255764174705,-1.3586974604968076,0.9808682913740285,-1.966030637575582,0.6598452063798903,0.8568080943380437,-0.1969163764044506,1.9806639980614404,0.035580894297615163,-0.46982925723015556,-0.4235268909174057,-1.0151970117518256,0.0,True,False,False,False,73.66819498029261,-73.66819499072585,147.3363899881265,0.0,-0.0,0.0,-0.0,-0.0,0.0,-8.511719115016518,-8.511719151082328,17.023438309860587,10.84130568691783,14.04966218370516,110.12671550805618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.379808590777712,7.760667508603232,21.38081697293089,3.0620684218837115,-3.3630042537097893,1.1959258627360612,-1.4013964157705114,13.6297893546242,6.165676976690265,5.015219588677135,-4.017608802247343,-1.9980821967074092,0.005124107003211975
1006,2.0159999999999996,1.3184317951065503,0.4503670154642459,0.43082872488893814,-1.3551375384348827,0.9799651477923756,-1.9665138348406035,0.6632840653726608,0.8565987510483022,-0.1971509837733999,2.03795873459353,0.035248876726732,-0.4552208543414638,-0.42401738187541077,-1.0149922462105425,0.0,True,False,False,False,73.66819498029261,-73.66819499072585,147.3363899881265,0.0,-0.0,0.0,-0.0,-0.0,0.0,-8.511719115016518,-8.511719151082328,17.023438309860587,11.718890284208046,13.428384915444587,110.16854643363415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.167578850313154,7.65869502175701,21.331040039082517,3.0229444148320948,-3.4403812478777547,1.5440292340492932,-1.159211073551273,13.342705272186858,5.913160964661925,4.969249968607304,-4.121899729420033,-2.0511313718796074,0.0020323480130173266
1007,2.0179999999999993,1.3197583632372956,0.4520802129663425,0.43043442292139134,-1.351456767977548,0.9790913691320386,-1.9669897813973,0.666687785154671,0.8563485864762819,-0.19744182668885932,2.093750417609742,0.03372799329648572,-0.4407678175225941,-0.42450041589653575,-1.014790321644658,0.0,True,False,False,False,73.66819498029261,-73.66819499072585,147.3363899881265,0.0,-0.0,0.0,-0.0,-0.0,0.0,-8.511719115016518,-8.511719151082328,17.023438309860587,12.620515314746294,12.811540528331797,110.19965102971466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.953016558603219,7.55981615278268,21.282577049750053,3.039562308134051,-3.5081850768886254,1.8725541491426534,-0.9421605798168191,13.043105989948877,5.669235910047585,4.9247710006602725,-4.250504498286072,-2.1023502684024633,0.0020084570278413594
1008,2.019999999999999,1.3210917388076049,0.45379291013929507,0.43003953926801364,-1.3476546965191252,0.9782461232271662,-1.9674542914854631,0.6700799151778524,0.8560599615892103,-0.19777663573022009,2.147538083921416,0.03082799071092982,-0.4265594870929841,-0.42497175042421176,-1.0145930274456758,0.0,True,False,False,False,73.66819498029261,-73.66819499072585,147.3363899881265,0.0,-0.0,0.0,-0.0,-0.0,0.0,-8.511719115016518,-8.511719151082328,17.023438309860587,13.538363095084462,12.206037960332052,110.21094510414679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.736136760648575,7.462865476862833,21.234502581308003,3.099095931343842,-3.5871275069148125,2.243140760205435,-0.7288785960837876,12.71856439821254,5.483879662687325,4.879395534941485,-4.376433901268496,-2.151616719601297,0.0020158300176262856
1009,2.021999999999999,1.3224318986379606,0.4555050300624735,0.4296439859965532,-1.3437313979271772,0.9774282901999505,-1.9679025996634663,0.6734851967558753,0.8557322635707861,-0.19814194588724693,2.198766626962721,0.026373649528207678,-0.41269548559958263,-0.425426558055067,-1.0144024071843576,0.0,True,False,False,False,73.66819498029261,-73.66819499072585,147.3363899881265,0.0,-0.0,0.0,-0.0,-0.0,0.0,-8.511719115016518,-8.511719151082328,17.023438309860587,14.46873185481934,11.622352227770522,110.19406647177289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.516934236654407,7.367755798451408,21.186826766244106,3.2096405938214456,-3.6768022672557974,2.6554214478580196,-0.5222342374042664,12.371382852123267,5.3548569464260405,4.8334099133949175,-4.499973835300816,-2.198943241029366,0.0020327530219219625
1010,2.0239999999999987,1.3237788690314725,0.45721649458961505,0.4292477021047787,-1.3396876397016806,0.9766364421633189,-1.9683294310914357,0.6776086589073146,0.8540011320891978,-0.19768471286916084,2.2393532074065887,0.021543344381019677,-0.39788745988593177,-0.42585949811673124,-1.0142207293601162,0.0,True,False,False,False,73.66819483906927,-73.66819492780311,147.3363899039842,0.0,-0.0,0.0,-0.0,-0.0,0.0,-10.72355106949283,-10.723551202063422,21.44710246143135,15.856209650633684,10.758527982146711,109.78150171477856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.295401627572959,7.274364121774473,21.139550115080425,4.7457243764712285,-3.1955697397494536,2.4926578079337114,-1.2731042286328411,9.731540972147178,5.070719241193607,6.032823818882084,-6.210250800043682,-2.8245863530461133,0.004570964956656098
1011,2.0259999999999985,1.325134086349287,0.45892449685379344,0.4288523326790404,-1.3355428851544913,0.9758721607138581,-1.9687325576227863,0.6817410420981429,0.8522251088501133,-0.19725605728175702,2.276200333571843,0.01473428940032994,-0.3834408168512946,-0.4262683227868822,-1.0140489716914358,0.0,True,False,False,False,73.66819483906927,-73.66819492780311,147.3363899039842,0.0,-0.0,0.0,-0.0,-0.0,0.0,-10.72355106949283,-10.723551202063422,21.44710246143135,16.870803513560947,10.103761566248092,109.75558929335266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.071530077440002,7.182526540953653,21.092663580821647,4.948844714118889,-3.284021107020961,2.88749509273196,-1.0368686766571873,9.338106082934283,4.940107531365038,5.973845102097921,-6.344313740024434,-2.8795438997100478,0.0020325100049376488
1012,2.0279999999999982,1.3264975684334834,0.46062894707149366,0.42845782056447684,-1.3312990502261846,0.9751337138150142,-1.969105228995942,0.6859172890490964,0.8503766348748945,-0.1968407110438921,2.308218962885446,0.005788410387416433,-0.369558393152972,-0.4266462001999477,-1.0138900432763633,0.0,True,False,False,False,73.66819483906927,-73.66819492780311,147.3363899039842,0.0,-0.0,0.0,-0.0,-0.0,0.0,-10.72355106949283,-10.723551202063422,21.44710246143135,17.909057152627625,9.481382926083379,109.68523230243183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.845258264567788,7.0907548693188165,21.04685036210944,5.257855230637154,-3.369580996346148,3.257543055372726,-0.817384102621398,8.930469586218939,4.810644142965594,5.916408186108169,-6.4887150781446525,-2.9321686007056176,0.0020179240382276475
1013,2.029999999999998,1.3278694030115816,0.46232970034124343,0.42806413914238906,-1.3269599582820772,0.9744188466599648,-1.969440359624513,0.690150459523563,0.8484558796672834,-0.19643843166158922,2.3347422740277834,-0.005433209292897374,-0.35632320971885423,-0.4269859618422343,-1.013747004133508,0.0,True,False,False,False,73.66819483906927,-73.66819492780311,147.3363899039842,0.0,-0.0,0.0,-0.0,-0.0,0.0,-10.72355106949283,-10.723551202063422,21.44710246143135,18.952128948131087,8.888410260774105,109.58631560322932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.61661574303249,6.9999821631447015,21.00146628859272,5.621241972590087,-3.447933601021039,3.61929974974718,-0.5954484034577507,8.506673417951738,4.6968702428231035,5.859649422852369,-6.629417094408952,-2.9820955299564247,0.0020405329996719956
1014,2.031999999999998,1.3292497039306288,0.464026612100578,0.4276712622790659,-1.322530477808778,0.973725017668257,-1.9697305069270474,0.6944558237258804,0.8464594789706454,-0.19604627552911696,2.3549913184531226,-0.019059949426525922,-0.3438462804614614,-0.42728007982380467,-1.0136230726388202,0.0,True,False,False,False,73.66819483906927,-73.66819492780311,147.3363899039842,0.0,-0.0,0.0,-0.0,-0.0,0.0,-10.72355106949283,-10.723551202063422,21.44710246143135,19.99993318439176,8.334391456788383,109.4480603634247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.385597613764093,6.909821291941623,20.956450738900152,6.052468728727664,-3.5213795842653144,3.9714420447962535,-0.3731259303341887,8.068582997653179,4.597119815112406,5.8038303540608505,-6.766598093981502,-3.029285321862743,0.0020434450125321746
1015,2.0339999999999976,1.3306386155780805,0.46571953105851926,0.42727916972800767,-1.318016802826737,0.973049343125767,-1.9699679390011082,0.6995743859842475,0.8428386988527901,-0.19505512799077768,2.3644613742216216,-0.03263257169509679,-0.3319882950114194,-0.42752073440625393,-1.0135215940732283,0.0,True,False,False,False,73.66819499108743,-73.66819499609714,147.3363899945613,0.0,-0.0,0.0,-0.0,-0.0,0.0,-11.047660761914084,-11.047660764146883,22.095321531296463,19.338337164180228,11.411343437576575,107.32910936563788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.152199044166002,6.819963084077169,20.911708579425444,8.334270252266535,-2.5060547084628135,3.9210848822698416,-2.064789548274202,13.886783697189603,4.686324714331987,5.922924500532501,-7.143085223179135,-3.166221557057979,0.0046747230226174
1016,2.0359999999999974,1.332037764350049,0.46740520845622485,0.4268890594720261,-1.3134410754403807,0.9723903821611919,-1.970153311441817,0.7047393131444655,0.8392070918365797,-0.19408221438587964,2.363894650947715,-0.04932460022272127,-0.3214480357337694,-0.4277086060313483,-1.0134423260978993,0.0,True,False,False,False,73.66819499108743,-73.66819499609714,147.3363899945613,0.0,-0.0,0.0,-0.0,-0.0,0.0,-11.047660761914084,-11.047660764146883,22.095321531296463,20.626393731099064,10.732897010792573,107.08684763884942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.916418846047616,6.730037482430557,20.867127577952147,8.974604989325423,-2.623661265182959,4.21554955924917,-1.707262489305692,13.514114126647682,4.597186262038263,5.8680502600911035,-7.274971808786506,-3.209083015223274,0.0020166129688732326
1017,2.037999999999997,1.333447242976338,0.469083622639898,0.42650089504325434,-1.3088154851778409,0.9717437104689872,-1.9702770314314775,0.7099969771477106,0.835509857022926,-0.19309332057286197,2.351664394186463,-0.06918258771770552,-0.31261464379832055,-0.4278339858317442,-1.0133894022375225,0.0,True,False,False,False,73.66819499108743,-73.66819499609714,147.3363899945613,0.0,-0.0,0.0,-0.0,-0.0,0.0,-11.047660761914084,-11.047660764146883,22.095321531296463,21.91305166427853,10.190617959605978,106.71678412045311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.678495891938372,6.638404015628673,20.82290245778664,9.814331326164229,-2.7513973980908673,4.470008761982534,-1.391929466597721,13.122755459208262,4.517108638505337,5.815213563896627,-7.4061251512778234,-3.2490331275013564,0.002035256999079138
1018,2.039999999999997,1.3348672369306334,0.4707546423539439,0.42611470840210863,-1.304155740138365,0.9711040471627617,-1.9703298162759224,0.7153701695878364,0.8317286163960391,-0.1920675188566927,2.326286964498091,-0.09229212473470241,-0.30580191995473677,-0.4278874768376547,-1.0133668176753696,0.0,True,False,False,False,73.66819499108743,-73.66819499609714,147.3363899945613,0.0,-0.0,0.0,-0.0,-0.0,0.0,-11.047660761914084,-11.047660764146883,22.095321531296463,23.21446683841994,9.73650572838528,106.2462509794523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.438227721104179,6.545340515255205,20.778722492257515,10.808918745255204,-2.894173229560547,4.715975316464605,-1.0776612635478542,12.712532059629774,4.456512454473746,5.764322221191426,-7.533540503240328,-3.2859031926426363,0.0020362450159154832
1019,2.0419999999999967,1.336297977269809,0.472418099586736,0.42573057336439524,-1.2994806337254112,0.97046538275481,-1.9703025152565985,0.7208852696538414,0.8278350787066499,-0.19097562992535363,2.285874907462463,-0.11873094271378662,-0.30142853086761406,-0.4278598107311245,-1.0133784990619874,0.0,True,False,False,False,73.66819499108743,-73.66819499609714,147.3363899945613,0.0,-0.0,0.0,-0.0,-0.0,0.0,-11.047660761914084,-11.047660764146883,22.095321531296463,24.54118913919801,9.392538354632526,105.64265076410089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.195711955319945,6.450031718516032,20.734362245664606,12.003882510003018,-3.060374840224545,4.95280058810223,-0.766780908305503,12.285022380853086,4.412845671399315,5.715601163930783,-7.657248294676077,-3.3196350612905117,0.0020301080076023936
1020,2.0439999999999965,1.3377397478091166,0.4740737697441493,0.42534862210454455,-1.2948129762966067,0.9698207845873243,-1.970186259095344,0.7271999452791797,0.8226836295708176,-0.189535200381491,2.2131020008149327,-0.1492381768538636,-0.30308472914808954,-0.42774199634582233,-1.0134282335528702,0.0,True,False,False,False,73.66819489530486,-73.668194958011,147.33638993587624,0.0,-0.0,0.0,-0.0,-0.0,0.0,-10.760898507158513,-10.760898526935971,21.521797078495638,25.113665377034597,12.1654371959912,102.96079500491575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.951067455230255,6.3516687034445205,20.68954769247037,15.501286784093343,-2.3071390041269746,4.67108810055776,-1.6562589317823448,7.800070895470703,4.186416950469573,5.5221896941542585,-7.55616070781785,-3.263786253807003,0.004374523996375501
1021,2.0459999999999963,1.339194147699675,0.47571913700329094,0.4249695517037816,-1.2902111679737818,0.969155942771406,-1.9699733014015477,0.7336772846929347,0.8173338242750124,-0.18792343379606394,2.118874449726647,-0.18314654191849356,-0.3086978599450399,-0.42752616930874937,-1.0135193015212818,0.0,True,False,False,False,73.66819489530486,-73.668194958011,147.33638993587624,0.0,-0.0,0.0,-0.0,-0.0,0.0,-10.760898507158513,-10.760898526935971,21.521797078495638,26.643548883482072,12.128979821897143,101.84688414535819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.704450885574069,6.24927297032525,20.643964483427304,17.384961304942173,-2.5891691161245003,4.875491999978577,-1.3166535547034905,7.322150469874206,4.134412246612101,5.479603698880865,-7.671410818150569,-3.290399921501673,0.0020303610363043845
1022,2.047999999999996,1.340661502269061,0.47735380465184096,0.42459370483618947,-1.2857122514974382,0.9684608531781214,-1.9696564320380192,0.7403314867742447,0.8116209312897807,-0.18609084049335034,1.9988769349125395,-0.22035673924135182,-0.31940627852562864,-0.4272049946349891,-1.0136547205823685,0.0,True,False,False,False,73.66819489530486,-73.668194958011,147.33638993587624,0.0,-0.0,0.0,-0.0,-0.0,0.0,-10.760898507158513,-10.760898526935971,21.521797078495638,28.324173191418915,12.244658244519485,100.46367178470965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.456409738078607,6.1380297855487695,20.597182201960564,19.83427300101049,-2.957405406626603,5.053246778073825,-1.0034797094713317,6.828958182308884,4.084754871287118,5.439914304041208,-7.781580120814603,-3.313474347032252,0.002027551003266126
