time,current_plan_index,leg,touchdown_index,hip_x,hip_y,hip_z,n_in_reach,n_safe,n_valid,min_valid_reach_dist,sel_x,sel_y,sel_in_reach,sel_passes_all,ik_max_reach
22.0040,216,FL,24,0.29295,0.13515,0.30011,134,134,134,0.27901,0.37507,0.15786,1,1,0.450
22.0040,216,BL,17,-0.13309,0.12060,0.29930,134,134,134,0.27820,-0.10161,0.12950,1,1,0.450
22.0040,216,FR,9,0.20748,-0.15537,0.30132,134,134,134,0.28021,0.30085,-0.17377,1,1,0.450
22.0040,216,BR,2,-0.21118,-0.14327,0.30188,134,134,134,0.28077,-0.20752,-0.15045,1,1,0.450
22.0180,217,FL,23,0.29914,0.13525,0.30019,134,134,134,0.27908,0.38258,0.15900,1,1,0.450
22.0180,217,BL,16,-0.12975,0.12100,0.29960,134,134,134,0.27850,-0.09411,0.12947,1,1,0.450
22.0180,217,FR,8,0.20829,-0.15511,0.30242,134,134,134,0.28131,0.30471,-0.17348,1,1,0.450
22.0180,217,BR,1,-0.21116,-0.14286,0.30334,134,134,134,0.28223,-0.20710,-0.15019,1,1,0.450
22.0480,218,FL,22,0.30465,0.13611,0.29992,134,134,134,0.27882,0.38490,0.16339,1,1,0.450
22.0480,218,BL,15,-0.12618,0.12270,0.29924,134,134,134,0.27814,-0.08593,0.13123,1,1,0.450
22.0480,218,FR,7,0.20955,-0.15399,0.30103,134,134,134,0.27992,0.30786,-0.17245,1,1,0.450
22.0480,218,BR,30,-0.03723,-0.13997,0.29985,134,134,134,0.27875,0.00048,-0.14150,1,1,0.450
22.0560,218,FL,22,0.30373,0.13497,0.29976,134,134,134,0.27866,0.39032,0.16497,1,1,0.450
22.0560,218,BL,15,-0.12990,0.12070,0.29940,134,134,134,0.27830,-0.08641,0.13078,1,1,0.450
22.0580,218,FR,7,0.20565,-0.15548,0.30124,134,134,134,0.28013,0.30254,-0.17449,1,1,0.450
22.0580,218,BR,30,-0.03578,-0.13935,0.29991,134,134,134,0.27880,0.00288,-0.13541,1,1,0.450
22.0680,218,FL,22,0.30780,0.13483,0.29982,134,134,134,0.27872,0.39979,0.16410,1,1,0.450
22.0680,218,BL,15,-0.12788,0.12108,0.29935,134,134,134,0.27825,-0.07965,0.13086,1,1,0.450
22.0680,218,FR,7,0.20573,-0.15527,0.30189,134,134,134,0.28079,0.30654,-0.17418,1,1,0.450
22.0680,218,BR,30,-0.02915,-0.13943,0.29990,134,134,134,0.27880,0.01552,-0.13533,1,1,0.450
22.0780,219,FL,21,0.30441,0.13486,0.29985,134,134,134,0.27874,0.39162,0.16398,1,1,0.450
22.0780,219,BL,14,-0.13070,0.12110,0.29934,134,134,134,0.27824,-0.08501,0.13122,1,1,0.450
22.0780,219,FR,6,0.20460,-0.15553,0.30189,134,134,134,0.28078,0.30108,-0.17453,1,1,0.450
22.0780,219,BR,29,-0.03271,-0.13942,0.29989,134,134,134,0.27879,0.00766,-0.13553,1,1,0.450
22.0900,219,FL,21,0.30763,0.13405,0.29978,134,134,134,0.27868,0.40108,0.16569,1,1,0.450
22.0900,219,BL,14,-0.12946,0.11962,0.29936,134,134,134,0.27826,-0.08192,0.13063,1,1,0.450
22.0900,219,FR,6,0.20493,-0.15631,0.30143,134,134,134,0.28032,0.30245,-0.17576,1,1,0.450
22.0900,219,BR,29,-0.02749,-0.13883,0.29990,134,134,134,0.27879,0.01593,-0.13124,1,1,0.450
22.1000,219,FL,21,0.30987,0.13383,0.29981,134,134,134,0.27871,0.40750,0.16499,1,1,0.450
22.1020,219,BL,14,-0.12881,0.11988,0.29939,134,134,134,0.27829,-0.07733,0.13070,1,1,0.450
22.1020,219,FR,6,0.20438,-0.15625,0.30167,134,134,134,0.28057,0.30436,-0.17576,1,1,0.450
22.1020,219,BR,29,-0.02332,-0.13888,0.29990,134,134,134,0.27880,0.02495,-0.13127,1,1,0.450
22.1120,220,FL,20,0.30758,0.13387,0.29985,134,134,134,0.27875,0.40083,0.16456,1,1,0.450
22.1120,220,BL,13,-0.13078,0.11994,0.29948,134,134,134,0.27838,-0.08116,0.13090,1,1,0.450
22.1120,220,FR,5,0.20356,-0.15619,0.30189,134,134,134,0.28078,0.30041,-0.17582,1,1,0.450
22.1120,220,BR,28,-0.02570,-0.13891,0.29990,134,134,134,0.27879,0.01853,-0.13177,1,1,0.450
22.1220,220,FL,20,0.30950,0.13309,0.29984,134,134,134,0.27874,0.41039,0.16567,1,1,0.450
22.1220,220,BL,13,-0.13076,0.11857,0.29965,134,134,134,0.27855,-0.07805,0.13013,1,1,0.450
22.1220,220,FR,5,0.20289,-0.15651,0.30212,134,134,134,0.28101,0.30144,-0.17661,1,1,0.450
22.1220,220,BR,28,-0.02210,-0.13838,0.29989,134,134,134,0.27879,0.02743,-0.12903,1,1,0.450
22.1320,220,FL,20,0.30727,0.13316,0.29993,134,134,134,0.27883,0.40709,0.16516,1,1,0.450
22.1320,220,BL,13,-0.13300,0.11916,0.29976,134,134,134,0.27866,-0.08126,0.13016,1,1,0.450
22.1320,220,FR,5,0.20121,-0.15589,0.30273,134,134,134,0.28162,0.29708,-0.17595,1,1,0.450
22.1320,220,BR,28,-0.02421,-0.13849,0.29989,134,134,134,0.27879,0.02474,-0.12921,1,1,0.450
22.1420,221,FL,19,0.30947,0.13309,0.29999,134,134,134,0.27889,0.40972,0.16444,1,1,0.450
22.1420,221,BL,12,-0.13211,0.11934,0.30009,134,134,134,0.27898,-0.07763,0.12997,1,1,0.450
22.1420,221,FR,4,0.20133,-0.15547,0.30341,134,134,134,0.28230,0.29913,-0.17554,1,1,0.450
22.1420,221,BR,27,-0.02034,-0.13859,0.29990,134,134,134,0.27880,0.02912,-0.12986,1,1,0.450
22.1520,221,FL,19,0.30808,0.13241,0.30002,134,134,134,0.27891,0.41128,0.16509,1,1,0.450
22.1520,221,BL,12,-0.13367,0.11823,0.30029,134,134,134,0.27919,-0.08066,0.12927,1,1,0.450
22.1520,221,FR,4,0.20078,-0.15546,0.30380,134,134,134,0.28269,0.29594,-0.17596,1,1,0.450
22.1520,221,BR,27,-0.02197,-0.13814,0.29989,134,134,134,0.27879,0.02891,-0.12824,1,1,0.450
22.1600,221,FL,19,0.30970,0.13239,0.30012,134,134,134,0.27902,0.41622,0.16455,1,1,0.450
22.1600,221,BL,12,-0.13352,0.11882,0.30053,134,134,134,0.27943,-0.07732,0.12901,1,1,0.450
22.1600,221,FR,4,0.19996,-0.15466,0.30464,134,134,134,0.28352,0.29683,-0.17507,1,1,0.450
22.1600,221,BR,27,-0.01867,-0.13833,0.29989,134,134,134,0.27879,0.03580,-0.12846,1,1,0.450
22.1700,222,FL,18,0.30897,0.13238,0.30019,134,134,134,0.27909,0.41134,0.16366,1,1,0.450
22.1720,222,BL,11,-0.13406,0.11901,0.30076,134,134,134,0.27966,-0.07913,0.12889,1,1,0.450
22.1720,222,FR,3,0.20005,-0.15424,0.30534,133,133,133,0.28422,0.29510,-0.17461,1,1,0.450
22.1720,222,BR,26,-0.01943,-0.13852,0.29990,134,134,134,0.27879,0.03116,-0.12946,1,1,0.450
22.1800,222,FL,18,0.31081,0.13169,0.30022,134,134,134,0.27912,0.42029,0.16408,1,1,0.450
22.1800,222,BL,11,-0.13387,0.11806,0.30109,134,134,134,0.27999,-0.07634,0.12792,1,1,0.450
22.1800,222,FR,3,0.19980,-0.15386,0.30590,132,132,132,0.28478,0.29615,-0.17445,1,1,0.450
22.1800,222,BR,26,-0.01633,-0.13813,0.29990,134,134,134,0.27880,0.03984,-0.12830,1,1,0.450
22.1900,222,FL,18,0.30944,0.13175,0.30034,134,134,134,0.27924,0.41817,0.16347,1,1,0.450
22.1900,222,BL,11,-0.13528,0.11868,0.30124,134,134,134,0.28013,-0.07834,0.12773,1,1,0.450
22.1900,222,FR,3,0.19882,-0.15304,0.30657,132,132,132,0.28545,0.29338,-0.17356,1,1,0.450
22.1900,222,BR,26,-0.01754,-0.13844,0.29989,134,134,134,0.27878,0.03841,-0.12886,1,1,0.450
22.2000,223,FL,17,0.31168,0.13141,0.30039,134,134,134,0.27928,0.42289,0.16293,1,1,0.450
22.2000,223,BL,10,-0.13397,0.11853,0.30149,134,134,134,0.28038,-0.07501,0.12713,1,1,0.450
22.2000,223,FR,2,0.19942,-0.15270,0.30710,132,132,132,0.28597,0.29604,-0.17341,1,1,0.450
22.2000,223,BR,25,-0.01406,-0.13889,0.29989,134,134,134,0.27879,0.04114,-0.13007,1,1,0.450
22.2080,223,FL,17,0.31070,0.13086,0.30043,134,134,134,0.27932,0.42313,0.16247,1,1,0.450
22.2080,223,BL,10,-0.13549,0.11789,0.30169,134,134,134,0.28058,-0.07623,0.12618,1,1,0.450
22.2080,223,FR,2,0.19861,-0.15208,0.30722,132,132,132,0.28610,0.29423,-0.17280,1,1,0.450
22.2080,223,BR,25,-0.01511,-0.13860,0.29988,134,134,134,0.27878,0.04334,-0.12945,1,1,0.450
22.2180,223,FL,17,0.31032,0.13066,0.30049,134,134,134,0.27939,0.42191,0.16178,1,1,0.450
22.2180,223,BL,10,-0.13576,0.11808,0.30175,134,134,134,0.28065,-0.07735,0.12572,1,1,0.450
22.2180,223,FR,2,0.19840,-0.15161,0.30752,132,132,132,0.28640,0.29328,-0.17258,1,1,0.450
22.2180,223,BR,25,-0.01535,-0.13911,0.29987,134,134,134,0.27877,0.04278,-0.13020,1,1,0.450
22.2280,224,FL,16,0.31296,0.12989,0.30051,134,134,134,0.27941,0.43010,0.16153,1,1,0.450
22.2280,224,BL,9,-0.13401,0.11744,0.30186,134,134,134,0.28075,-0.07355,0.12458,1,1,0.450
22.2280,224,FR,1,0.19907,-0.15149,0.30758,132,132,132,0.28645,0.29665,-0.17328,1,1,0.450
22.2280,224,BR,24,-0.01162,-0.13998,0.29987,134,134,134,0.27877,0.04536,-0.13178,1,1,0.450
22.2380,224,FL,16,0.31241,0.12920,0.30055,134,134,134,0.27945,0.43011,0.16069,1,1,0.450
22.2380,224,BL,9,-0.13518,0.11680,0.30185,134,134,134,0.28074,-0.07493,0.12333,1,1,0.450
22.2380,224,FR,1,0.19838,-0.15098,0.30756,132,132,132,0.28643,0.29474,-0.17268,1,1,0.450
22.2380,224,BR,24,-0.01217,-0.13997,0.29985,134,134,134,0.27875,0.04748,-0.13160,1,1,0.450
22.2460,224,FL,16,0.31438,0.12854,0.30064,134,134,134,0.27953,0.43423,0.15944,1,1,0.450
22.2460,224,BL,9,-0.13420,0.11662,0.30191,134,134,134,0.28080,-0.07157,0.12212,1,1,0.450
22.2460,224,FR,1,0.19812,-0.15050,0.30781,132,132,132,0.28668,0.29617,-0.17295,1,1,0.450
22.2460,224,BR,24,-0.00896,-0.14106,0.29983,134,134,134,0.27872,0.05320,-0.13293,1,1,0.450
22.2560,225,FL,15,0.31478,0.12784,0.30070,134,134,134,0.27959,0.43394,0.15843,1,1,0.450
22.2560,225,BL,8,-0.13382,0.11612,0.30195,134,134,134,0.28084,-0.07160,0.12088,1,1,0.450
22.2560,225,FR,30,0.43413,-0.14852,0.30001,134,134,134,0.27890,0.52556,-0.15900,1,1,0.450
22.2560,225,BR,23,-0.00852,-0.14203,0.29981,134,134,134,0.27871,0.04964,-0.13473,1,1,0.450
22.2780,225,FL,15,0.31780,0.12632,0.30068,134,134,134,0.27957,0.43864,0.15716,1,1,0.450
22.2780,225,BL,8,-0.13179,0.11436,0.30161,134,134,134,0.28050,-0.06831,0.11857,1,1,0.450
22.2800,225,FR,30,0.43881,-0.14962,0.30001,134,134,134,0.27890,0.54256,-0.16087,1,1,0.450
22.2800,225,BR,23,-0.00464,-0.14297,0.29981,134,134,134,0.27871,0.06059,-0.13578,1,1,0.450
22.2880,226,FL,14,0.31941,0.12456,0.30090,134,134,134,0.27979,0.44273,0.15392,1,1,0.450
22.2880,226,BL,7,-0.13167,0.11376,0.30253,134,134,134,0.28142,-0.06503,0.11550,1,1,0.450
22.2880,226,FR,29,0.44285,-0.15223,0.30002,134,134,134,0.27892,0.54390,-0.16373,1,1,0.450
22.2880,226,BR,22,-0.00146,-0.14595,0.29982,134,134,134,0.27872,0.06189,-0.13983,1,1,0.450
22.3000,226,FL,14,0.31993,0.12414,0.30087,134,134,134,0.27976,0.44416,0.15279,1,1,0.450
22.3000,226,BL,7,-0.13202,0.11358,0.30216,134,134,134,0.28105,-0.06514,0.11428,1,1,0.450
22.3000,226,FR,29,0.44413,-0.15311,0.30002,134,134,134,0.27892,0.55275,-0.16496,1,1,0.450
22.3000,226,BR,22,-0.00039,-0.14643,0.29979,134,134,134,0.27869,0.06744,-0.14079,1,1,0.450
22.3100,226,FL,14,0.32088,0.12379,0.30098,134,134,134,0.27987,0.44684,0.15143,1,1,0.450
22.3100,226,BL,7,-0.13207,0.11372,0.30228,134,134,134,0.28117,-0.06376,0.11325,1,1,0.450
22.3100,226,FR,29,0.44724,-0.15418,0.30004,134,134,134,0.27894,0.55676,-0.16582,1,1,0.450
22.3100,226,BR,22,0.00195,-0.14771,0.29976,134,134,134,0.27866,0.07128,-0.14250,1,1,0.450
22.3200,227,FL,13,0.32142,0.12344,0.30096,134,134,134,0.27985,0.44884,0.15070,1,1,0.450
22.3200,227,BL,6,-0.13211,0.11355,0.30215,134,134,134,0.28104,-0.06243,0.11237,1,1,0.450
22.3200,227,FR,28,0.44922,-0.15482,0.30005,134,134,134,0.27894,0.55556,-0.16706,1,1,0.450
22.3200,227,BR,21,0.00333,-0.14845,0.29975,134,134,134,0.27865,0.06972,-0.14421,1,1,0.450
22.3280,227,FL,13,0.32131,0.12324,0.30094,134,134,134,0.27983,0.44943,0.15034,1,1,0.450
22.3280,227,BL,6,-0.13241,0.11327,0.30205,134,134,134,0.28095,-0.06277,0.11165,1,1,0.450
22.3280,227,FR,28,0.44949,-0.15515,0.30003,134,134,134,0.27892,0.56269,-0.16775,1,1,0.450
22.3280,227,BR,21,0.00340,-0.14844,0.29974,134,134,134,0.27863,0.07411,-0.14438,1,1,0.450
22.3380,227,FL,13,0.32156,0.12277,0.30107,134,134,134,0.27996,0.44943,0.14944,1,1,0.450
22.3380,227,BL,6,-0.13210,0.11296,0.30227,134,134,134,0.28117,-0.06294,0.11080,1,1,0.450
22.3380,227,FR,28,0.45017,-0.15593,0.30005,134,134,134,0.27895,0.56286,-0.16839,1,1,0.450
22.3380,227,BR,21,0.00400,-0.14942,0.29971,134,134,134,0.27861,0.07462,-0.14561,1,1,0.450
22.3460,228,FL,12,0.32223,0.12225,0.30121,134,134,134,0.28010,0.45141,0.14865,1,1,0.450
22.3460,228,BL,5,-0.13199,0.11256,0.30273,134,134,134,0.28162,-0.06170,0.10975,1,1,0.450
22.3460,228,FR,27,0.45212,-0.15663,0.30005,134,134,134,0.27895,0.56137,-0.16976,1,1,0.450
22.3460,228,BR,20,0.00542,-0.15027,0.29975,134,134,134,0.27865,0.07260,-0.14732,1,1,0.450
22.3560,228,FL,12,0.32151,0.12236,0.30127,134,134,134,0.28016,0.45068,0.14882,1,1,0.450
22.3580,228,BL,5,-0.13268,0.11239,0.30288,134,134,134,0.28177,-0.06293,0.10939,1,1,0.450
22.3580,228,FR,27,0.45157,-0.15656,0.30002,134,134,134,0.27892,0.56671,-0.17014,1,1,0.450
22.3580,228,BR,20,0.00466,-0.14977,0.29975,134,134,134,0.27865,0.07553,-0.14709,1,1,0.450
22.3660,228,FL,12,0.32215,0.12170,0.30147,134,134,134,0.28037,0.45248,0.14786,1,1,0.450
22.3660,228,BL,5,-0.13233,0.11176,0.30341,134,134,134,0.28230,-0.06189,0.10820,1,1,0.450
22.3660,228,FR,27,0.45362,-0.15738,0.30005,134,134,134,0.27895,0.56979,-0.17080,1,1,0.450
22.3660,228,BR,20,0.00619,-0.15095,0.29974,134,134,134,0.27864,0.07840,-0.14833,1,1,0.450
22.3760,228,FL,12,0.32140,0.12130,0.30168,134,134,134,0.28057,0.45106,0.14724,1,1,0.450
22.3760,228,BL,5,-0.13281,0.11144,0.30400,134,134,134,0.28289,-0.06300,0.10719,1,1,0.450
22.3760,228,FR,27,0.45283,-0.15791,0.30005,134,134,134,0.27895,0.56862,-0.17122,1,1,0.450
22.3760,228,BR,20,0.00540,-0.15166,0.29978,134,134,134,0.27868,0.07731,-0.14918,1,1,0.450
22.3860,229,FL,11,0.32166,0.12085,0.30178,134,134,134,0.28067,0.45217,0.14663,1,1,0.450
22.3860,229,BL,4,-0.13280,0.11104,0.30438,134,134,134,0.28326,-0.06234,0.10622,1,1,0.450
22.3860,229,FR,26,0.45405,-0.15841,0.30005,134,134,134,0.27895,0.56599,-0.17246,1,1,0.450
22.3860,229,BR,19,0.00621,-0.15237,0.29981,134,134,134,0.27871,0.07416,-0.15075,1,1,0.450
22.3940,229,FL,11,0.32100,0.12075,0.30202,134,134,134,0.28091,0.45124,0.14647,1,1,0.450
22.3940,229,BL,4,-0.13313,0.11051,0.30495,133,133,133,0.28383,-0.06364,0.10532,1,1,0.450
22.3940,229,FR,26,0.45356,-0.15867,0.30001,134,134,134,0.27891,0.57122,-0.17317,1,1,0.450
22.3940,229,BR,19,0.00551,-0.15238,0.29984,134,134,134,0.27874,0.07707,-0.15107,1,1,0.450
22.4040,229,FL,11,0.32089,0.12034,0.30222,134,134,134,0.28111,0.45178,0.14577,1,1,0.450
22.4040,229,BL,4,-0.13322,0.11020,0.30536,133,133,133,0.28424,-0.06348,0.10441,1,1,0.450
22.4040,229,FR,26,0.45444,-0.15924,0.30004,134,134,134,0.27894,0.57291,-0.17360,1,1,0.450
22.4040,229,BR,19,0.00598,-0.15326,0.29984,134,134,134,0.27874,0.07860,-0.15207,1,1,0.450
22.4120,230,FL,10,0.32060,0.11968,0.30239,134,134,134,0.28128,0.45087,0.14483,1,1,0.450
22.4120,230,BL,3,-0.13309,0.10961,0.30581,132,132,132,0.28469,-0.06429,0.10307,1,1,0.450
22.4140,230,FR,25,0.45420,-0.16005,0.30005,134,134,134,0.27894,0.56744,-0.17512,1,1,0.450
22.4140,230,BR,18,0.00575,-0.15436,0.29988,134,134,134,0.27878,0.07313,-0.15413,1,1,0.450
22.4220,230,FL,10,0.32048,0.11998,0.30253,134,134,134,0.28142,0.45151,0.14510,1,1,0.450
22.4220,230,BL,3,-0.13319,0.10943,0.30593,132,132,132,0.28481,-0.06435,0.10285,1,1,0.450
22.4240,230,FR,25,0.45485,-0.16003,0.29998,134,134,134,0.27888,0.57475,-0.17569,1,1,0.450
22.4240,230,BR,18,0.00583,-0.15388,0.29990,134,134,134,0.27880,0.07774,-0.15418,1,1,0.450
22.4320,230,FL,10,0.31962,0.11959,0.30275,134,134,134,0.28164,0.44986,0.14414,1,1,0.450
22.4320,230,BL,3,-0.13332,0.10931,0.30618,132,132,132,0.28506,-0.06580,0.10209,1,1,0.450
22.4320,230,FR,25,0.45398,-0.16082,0.30003,134,134,134,0.27893,0.57355,-0.17634,1,1,0.450
22.4320,230,BR,18,0.00496,-0.15493,0.29989,134,134,134,0.27878,0.07684,-0.15544,1,1,0.450
22.4420,231,FL,9,0.31901,0.11946,0.30283,134,134,134,0.28172,0.44932,0.14351,1,1,0.450
22.4420,231,BL,2,-0.13365,0.10943,0.30631,132,132,132,0.28519,-0.06635,0.10160,1,1,0.450
22.4420,231,FR,24,0.45366,-0.16141,0.30003,134,134,134,0.27893,0.56887,-0.17781,1,1,0.450
22.4420,231,BR,17,0.00440,-0.15550,0.29993,134,134,134,0.27882,0.07673,-0.15636,1,1,0.450
22.4500,231,FL,9,0.31832,0.11990,0.30295,134,134,134,0.28184,0.44785,0.14373,1,1,0.450
22.4500,231,BL,2,-0.13363,0.10942,0.30626,132,132,132,0.28514,-0.06745,0.10167,1,1,0.450
22.4500,231,FR,24,0.45277,-0.16155,0.29996,134,134,134,0.27886,0.57354,-0.17858,1,1,0.450
22.4500,231,BR,17,0.00327,-0.15502,0.29992,134,134,134,0.27882,0.07417,-0.15762,1,1,0.450
22.4600,231,FL,9,0.31831,0.11958,0.30308,134,134,134,0.28196,0.44796,0.14282,1,1,0.450
22.4600,231,BL,2,-0.13325,0.10933,0.30619,132,132,132,0.28507,-0.06766,0.10138,1,1,0.450
22.4600,231,FR,24,0.45300,-0.16240,0.30001,134,134,134,0.27890,0.57430,-0.17948,1,1,0.450
22.4600,231,BR,17,0.00334,-0.15589,0.29992,134,134,134,0.27882,0.07464,-0.15878,1,1,0.450
22.4700,232,FL,8,0.31772,0.11944,0.30315,134,134,134,0.28203,0.44624,0.14205,1,1,0.450
22.4700,232,BL,1,-0.13317,0.10939,0.30616,132,132,132,0.28504,-0.06864,0.10119,1,1,0.450
22.4700,232,FR,23,0.45175,-0.16320,0.30001,134,134,134,0.27891,0.56763,-0.18128,1,1,0.450
22.4700,232,BR,16,0.00221,-0.15649,0.29997,134,134,134,0.27887,0.07302,-0.15989,1,1,0.450
22.4900,232,FL,8,0.31725,0.12015,0.30314,134,134,134,0.28203,0.44502,0.14239,1,1,0.450
22.4900,232,BL,1,-0.13332,0.10958,0.30617,132,132,132,0.28505,-0.06877,0.10161,1,1,0.450
22.4900,232,FR,23,0.45097,-0.16334,0.29997,134,134,134,0.27887,0.56752,-0.18665,1,1,0.450
22.4900,232,BR,16,0.00114,-0.15566,0.30000,134,134,134,0.27889,0.07142,-0.16037,1,1,0.450
22.4980,233,FL,7,0.31664,0.11993,0.30290,134,134,134,0.28179,0.44272,0.14094,1,1,0.450
22.5000,233,BL,30,0.12985,0.10986,0.29989,134,134,134,0.27879,0.20458,0.11295,1,1,0.450
22.5000,233,FR,22,0.44894,-0.16462,0.29989,134,134,134,0.27878,0.56201,-0.18759,1,1,0.450
22.5000,233,BR,15,-0.00075,-0.15658,0.29999,134,134,134,0.27889,0.06906,-0.16220,1,1,0.450
22.5080,233,FL,7,0.31665,0.12031,0.30294,134,134,134,0.28183,0.44193,0.14103,1,1,0.450
22.5080,233,BL,30,0.12885,0.10863,0.29988,134,134,134,0.27878,0.20187,0.10588,1,1,0.450
22.5080,233,FR,22,0.44804,-0.16504,0.29987,134,134,134,0.27877,0.56416,-0.19142,1,1,0.450
22.5080,233,BR,15,-0.00151,-0.15584,0.30011,134,134,134,0.27901,0.06711,-0.16285,1,1,0.450
22.5200,233,FL,7,0.31612,0.12011,0.30315,134,134,134,0.28204,0.44024,0.14038,1,1,0.450
22.5200,233,BL,30,0.12746,0.10795,0.29990,134,134,134,0.27880,0.20078,0.10529,1,1,0.450
22.5200,233,FR,22,0.44664,-0.16552,0.29985,134,134,134,0.27875,0.56270,-0.19157,1,1,0.450
22.5200,233,BR,15,-0.00268,-0.15638,0.30009,134,134,134,0.27899,0.06526,-0.16365,1,1,0.450
22.5300,234,FL,6,0.31513,0.12004,0.30329,134,134,134,0.28218,0.43853,0.13983,1,1,0.450
22.5300,234,BL,29,0.12632,0.10735,0.29990,134,134,134,0.27880,0.19595,0.10476,1,1,0.450
22.5300,234,FR,21,0.44527,-0.16614,0.29986,134,134,134,0.27876,0.55754,-0.19221,1,1,0.450
22.5300,234,BR,14,-0.00405,-0.15682,0.30018,134,134,134,0.27907,0.06368,-0.16447,1,1,0.450
22.5400,234,FL,6,0.31526,0.12082,0.30300,134,134,134,0.28189,0.43807,0.14052,1,1,0.450
22.5400,234,BL,29,0.12586,0.10620,0.29990,134,134,134,0.27879,0.19718,0.10031,1,1,0.450
22.5400,234,FR,21,0.44494,-0.16608,0.29980,134,134,134,0.27870,0.56178,-0.19453,1,1,0.450
22.5400,234,BR,14,-0.00444,-0.15578,0.30020,134,134,134,0.27909,0.06261,-0.16482,1,1,0.450
22.5500,234,FL,6,0.31453,0.12058,0.30318,134,134,134,0.28207,0.43647,0.14006,1,1,0.450
22.5500,234,BL,29,0.12466,0.10584,0.29991,134,134,134,0.27880,0.19631,0.09992,1,1,0.450
22.5500,234,FR,21,0.44372,-0.16632,0.29983,134,134,134,0.27872,0.56047,-0.19450,1,1,0.450
