step,sim_time_s,base_pos_x_m,base_pos_y_m,base_pos_z_m,base_roll_rad,base_pitch_rad,base_yaw_rad,base_lin_vel_x_mps,base_lin_vel_y_mps,base_lin_vel_z_mps,base_ang_vel_x_radps,base_ang_vel_y_radps,base_ang_vel_z_radps,ref_lin_vel_x_mps,gait_step_freq_hz,gaps_crossed,contact_FL,contact_FR,contact_RL,contact_RR,foot_z_FL_m,foot_z_FR_m,foot_z_RL_m,foot_z_RR_m,foot_over_gap_FL,foot_over_gap_FR,foot_over_gap_RL,foot_over_gap_RR,grf_mpc_FL_x_N,grf_mpc_FL_y_N,grf_mpc_FL_z_N,grf_mpc_FR_x_N,grf_mpc_FR_y_N,grf_mpc_FR_z_N,grf_mpc_RL_x_N,grf_mpc_RL_y_N,grf_mpc_RL_z_N,grf_mpc_RR_x_N,grf_mpc_RR_y_N,grf_mpc_RR_z_N,tau_FL_0_Nm,tau_FL_1_Nm,tau_FL_2_Nm,tau_FR_0_Nm,tau_FR_1_Nm,tau_FR_2_Nm,tau_RL_0_Nm,tau_RL_1_Nm,tau_RL_2_Nm,tau_RR_0_Nm,tau_RR_1_Nm,tau_RR_2_Nm,compute_actions_time_s
10,0.024000000000000007,0.001332959150157713,3.964338051393331e-05,0.29034145829932645,0.0015177945846942612,-0.006127113418282537,0.00014503777962719525,0.13838805317637912,0.007431845449293997,0.064625066891468,-0.0047917546511835486,-0.27214385207303526,0.0022689749311987596,0.6999999926374147,2.6,0,True,True,True,True,0.0209455691720635,0.021027390128260298,0.01979912252144686,0.02006646739058507,False,False,False,False,1.2142044142101964,1.2093321897027602,2.4284089484186064,7.919891902446572,1.6354421888447614,15.839783931034123,45.53613934893142,6.614096479738521,91.07227883614682,52.33870939247885,6.625164130378028,104.67741893127452,-0.5902140611779583,0.4323100287707988,0.6854377726893537,1.0685915416505973,2.1184687944485914,3.8176294988356094,-10.352133347394526,11.917717709952058,21.12625905298117,8.048967579593283,13.61233414532259,24.261868942717594,0.0037694480270147324
11,0.02600000000000001,0.0016097352565104712,5.450707141252131e-05,0.2904707084331094,0.0015081873051447305,-0.00667140736532601,0.0001487522982516053,0.1509185394024417,0.00927105118610952,0.0723210289310777,-0.014347435407836574,-0.24326987039647102,0.0016275882292062964,0.6999999922554638,2.6,0,True,True,True,True,0.02091989541792469,0.020989224323366168,0.01968500013950436,0.019933879884701466,False,False,False,False,1.2142044142101964,1.2093321897027602,2.4284089484186064,7.919891902446572,1.6354421888447614,15.839783931034123,45.53613934893142,6.614096479738521,91.07227883614682,52.33870939247885,6.625164130378028,104.67741893127452,-0.5818992820865366,0.4327002627909583,0.6762607335800485,1.0602126170067567,2.114339993136569,3.806827558930398,-10.337879347980722,11.886380256220962,21.115261867738962,8.034049644942039,13.57571399311141,24.252349171368063,0.0011196340201422572
12,0.02800000000000001,0.0019115723353153547,7.304917378474035e-05,0.29061535049097154,0.001479474950651403,-0.00715795142592035,0.00015128072355883346,0.1634621771686916,0.01112719888609747,0.07965511068192777,-0.023334150154946207,-0.21395467350434258,0.0010065478072821595,0.6999999919899499,2.6,0,True,True,True,True,0.020919238650789984,0.020973246341673885,0.01960042296490172,0.019826215639667244,False,False,False,False,1.2142044142101964,1.2093321897027602,2.4284089484186064,7.919891902446572,1.6354421888447614,15.839783931034123,45.53613934893142,6.614096479738521,91.07227883614682,52.33870939247885,6.625164130378028,104.67741893127452,-0.5756499868696621,0.43448746337802874,0.6672293639505059,1.0529929494425265,2.110544827528856,3.7974914896233734,-10.326339889017953,11.856272822248043,21.104623791849814,8.021653103531737,13.540366976802623,24.243385298958362,0.0010812539840117097
13,0.030000000000000013,0.002238496689652738,9.530357155693529e-05,0.2907746607123354,0.0014327964024951042,-0.007585863250574754,0.0001526707609527606,0.17601811340780793,0.012984726254632432,0.08668636778765725,-0.03195291550649729,-0.18440565560188416,0.0002841390722156271,0.6999999918420735,2.6,0,True,True,True,True,0.020938814327176425,0.020975319885374072,0.019540474186038798,0.019739713300820083,False,False,False,False,1.2142044142101964,1.2093321897027602,2.4284089484186064,7.919891902446572,1.6354421888447614,15.839783931034123,45.53613934893142,6.614096479738521,91.07227883614682,52.33870939247885,6.625164130378028,104.67741893127452,-0.5706945973128046,0.4366566069999477,0.6596649043334347,1.04728934762405,2.1070435225559168,3.789678012810074,-10.316526477708361,11.825855626201742,21.095532924379537,8.011946369021812,13.505663441953113,24.235108017038492,0.00105036492459476
14,0.032000000000000015,0.002590532916468354,0.00012127302406620015,0.2909480334479107,0.0013688901695636069,-0.007954674995913624,0.00015272239341787097,0.18858375296191254,0.014827870828823326,0.09347311135668011,-0.04035787029965092,-0.1548114326246921,-0.0006286947703905382,0.6999999918365547,2.6,0,True,True,True,True,0.020974948895411932,0.02099196395897296,0.01950096756672956,0.01967115474724776,False,False,False,False,1.2142044142101964,1.2093321897027602,2.4284089484186064,7.919891902446572,1.6354421888447614,15.839783931034123,45.53613934893142,6.614096479738521,91.07227883614682,52.33870939247885,6.625164130378028,104.67741893127452,-0.5667686081686951,0.43905586343293246,0.6533612939421342,1.042813254605945,2.1036522046497885,3.7831561209571025,-10.308089397017302,11.794810849787506,21.087604400414214,8.00449355860402,13.471116253663272,24.22724585499168,0.0011044390266761184
15,0.034000000000000016,0.002967700422392179,0.0001509287657238468,0.29113497967062407,0.001288187961193434,-0.008264295917343789,0.00015105360417022942,0.19924163363973627,0.016106535643342464,0.09725552666176031,-0.04602683548443623,-0.13218879934360797,-0.000921128936701968,0.699999992013983,2.6,0,True,True,True,True,0.02102499710668393,0.021020254519835274,0.0194783463178409,0.019617787755291938,False,False,False,False,3.553603531038386,0.9770936572397246,7.1072070858737675,7.041103448108931,1.1904289513532782,14.082206920064348,39.4182619076212,3.883687894451,78.83652384192607,42.94838304070005,3.889609746623114,85.89676610814186,-0.9305547105361214,1.0434872446757875,1.727399196872182,0.9965938685339505,1.874525884853481,3.372845204907031,-8.421188550916836,10.203327122678463,18.252877157138393,6.982344742466682,11.045871985024233,19.885796139637794,0.004694550996646285
16,0.03600000000000002,0.003366183689671652,0.00018314183701053174,0.2913294907239476,0.0011961525160137604,-0.008528671023574796,0.0001488828693058449,0.2099135359573333,0.017377926683767378,0.10078697634474819,-0.05138165404499245,-0.10975283578927997,-0.001177561263448742,0.6999999922418618,2.6,0,True,True,True,True,0.021082956662986263,0.02105781584057767,0.019472604780573638,0.01958195449814845,False,False,False,False,3.553603531038386,0.9770936572397246,7.1072070858737675,7.041103448108931,1.1904289513532782,14.082206920064348,39.4182619076212,3.883687894451,78.83652384192607,42.94838304070005,3.889609746623114,85.89676610814186,-0.9279369682754127,1.0450556903353112,1.7220413020464813,0.9941709837392737,1.8714043824580884,3.3686419729422465,-8.415049712413666,10.174357901255469,18.247596251998395,6.979036468622453,11.015941656780651,19.880274793310498,0.0010709459893405437
17,0.03800000000000002,0.0037860107615863186,0.0002178976903780665,0.2915310646766371,0.0010934117233168048,-0.008748173855121166,0.00014627636496432448,0.22060169710122635,0.018641805618840847,0.1040907276028641,-0.056484626332234604,-0.08753930282777782,-0.0014054179002201512,0.6999999925111287,2.6,0,True,True,True,True,0.02114675987238046,0.021102540411126053,0.01948055711335675,0.01956068275694317,False,False,False,False,3.553603531038386,0.9770936572397246,7.1072070858737675,7.041103448108931,1.1904289513532782,14.082206920064348,39.4182619076212,3.883687894451,78.83652384192607,42.94838304070005,3.889609746623114,85.89676610814186,-0.9255570306817339,1.046204780172905,1.7180766564451115,0.9921482006032115,1.8690752672481459,3.3634196870798228,-8.409593514543596,10.148467047089712,18.23902407737554,6.976890804696348,10.989804357341985,19.870781607264078,0.0010284499730914831
18,0.04000000000000002,0.004227214155788772,0.0002551813016157482,0.2917392461318428,0.0009804689108614995,-0.008923249451889381,0.00014328386783706937,0.231304310711451,0.019899313579028695,0.10719723426159217,-0.06137073826917618,-0.06550199285342592,-0.0016163878757675608,0.6999999928144066,2.6,0,True,True,True,True,0.021214749342966327,0.021152670122001366,0.019499517287702856,0.01955144600774275,False,False,False,False,3.553603531038386,0.9770936572397246,7.1072070858737675,7.041103448108931,1.1904289513532782,14.082206920064348,39.4182619076212,3.883687894451,78.83652384192607,42.94838304070005,3.889609746623114,85.89676610814186,-0.9236527599595017,1.047366073663091,1.7146487759830167,0.9906175009348674,1.8665751293171737,3.358899854877656,-8.40466831964113,10.121262342048198,18.231029163776135,6.975718214428818,10.962509302091552,19.861565848803483,0.001037938054651022
19,0.04200000000000002,0.004689822777211673,0.0002949799287738056,0.291953640600366,0.0008577575758726005,-0.00905425041089325,0.00013993055050514057,0.24201985818031954,0.02115121754893453,0.11013295555200517,-0.06608018327310394,-0.04360083949685897,-0.001813645741142408,0.6999999931468043,2.6,0,True,True,True,True,0.021285521102932442,0.021206737250322683,0.019527223723765197,0.019552094695444833,False,False,False,False,3.553603531038386,0.9770936572397246,7.1072070858737675,7.041103448108931,1.1904289513532782,14.082206920064348,39.4182619076212,3.883687894451,78.83652384192607,42.94838304070005,3.889609746623114,85.89676610814186,-0.9220938525570775,1.048445508146371,1.7116596059445008,0.9894891630904543,1.8638697745644324,3.354963010356684,-8.400165599716813,10.092761804578345,18.22340591745861,6.975382720330695,10.934031840956152,19.852464540493663,0.0010751070221886039
20,0.044000000000000025,0.005173862493572312,0.00033728236387167465,0.29217390651147,0.000725630838801874,-0.009141449190790407,0.00013623407012716059,0.25296338062200824,0.02363035524445977,0.11349677861644027,-0.06825086421304677,-0.019069663703404648,-0.001012986999455986,0.6999999935040974,2.6,0,True,True,True,True,0.02135791783933863,0.02126352256235356,0.01956177748122412,0.019560802839758085,False,False,False,False,0.00024194741563565714,0.0002410840416928739,0.0004840046369380957,8.726452969761493,6.364597310014805,17.452906057774683,37.43947284517739,8.4440295155143,74.87894582390146,48.19364480875779,8.460806571091885,96.38728976621921,-0.0040501959431681915,0.14686630592900762,0.07099540315207384,-0.10681259578380778,2.2893610234929365,4.120984351226699,-9.261622081218386,9.565019796023098,17.309904033633106,6.7195413893763964,12.223899129936788,22.25480853261178,0.003655717009678483
21,0.04600000000000003,0.005679789254816329,0.0003845430743605942,0.2924009000687029,0.0005891478995284442,-0.009179587178072657,0.00013418293812129492,0.2639166796821351,0.026108151056457467,0.11676951883943565,-0.07054967635821048,0.0053058559408000056,-0.00033097034447364285,0.6999999936982287,2.6,0,True,True,True,True,0.021439541591127792,0.02132115396106074,0.019602954435945175,0.019573155019751293,False,False,False,False,0.00024194741563565714,0.0002410840416928739,0.0004840046369380957,8.726452969761493,6.364597310014805,17.452906057774683,37.43947284517739,8.4440295155143,74.87894582390146,48.19364480875779,8.460806571091885,96.38728976621921,-0.003238788951919936,0.15043915491268617,0.06957567462455794,-0.10818478075595117,2.284985233790458,4.117546964226125,-9.258655844591722,9.53538775513507,17.303194813433123,6.719995287659849,12.18935260504377,22.244186156616305,0.0010713759111240506
22,0.04800000000000003,0.006207622614180599,0.0004367593764735091,0.29263443910638176,0.0004480545693204938,-0.009168975124343781,0.00013352647314225047,0.2748780923738525,0.02858827452963213,0.11996518995175857,-0.07286447862208635,0.029591792976920314,0.0002484590912833517,0.6999999937597383,2.6,0,True,True,True,True,0.021529928238034207,0.021378988509953484,0.01964915789787522,0.019588417088051285,False,False,False,False,0.00024194741563565714,0.0002410840416928739,0.0004840046369380957,8.726452969761493,6.364597310014805,17.452906057774683,37.43947284517739,8.4440295155143,74.87894582390146,48.19364480875779,8.460806571091885,96.38728976621921,-0.004796783795735083,0.15516775112787376,0.06374597903258374,-0.11112437454855147,2.2796593878989273,4.115287516405234,-9.257140872096912,9.503784008850227,17.296625670240022,6.719472382990762,12.151506310714344,22.23486990869235,0.0010175729403272271
23,0.05000000000000003,0.006757378798928304,0.0004939359255327734,0.29287436948628526,0.0003023208674366087,-0.009109791729045469,0.00013404561792486333,0.2858470084647106,0.031070567938369265,0.12309317146536686,-0.0752377355062118,0.05383352384003182,0.0007433007565538297,0.6999999937111202,2.6,0,True,True,True,True,0.02162874766166506,0.02143650320572929,0.01969905782488185,0.01960597219082888,False,False,False,False,0.00024194741563565714,0.0002410840416928739,0.0004840046369380957,8.726452969761493,6.364597310014805,17.452906057774683,37.43947284517739,8.4440295155143,74.87894582390146,48.19364480875779,8.460806571091885,96.38728976621921,-0.006529620912070469,0.1598309953830845,0.05798205821722028,-0.11370553087303267,2.273999051970728,4.113231334454739,-9.25569115396949,9.470893448120789,17.29003957326465,6.719724606349222,12.112624690795654,22.224950248778818,0.0010518420021981
24,0.05200000000000003,0.007329072815857726,0.0005560770614095119,0.293120555829216,0.00015183171189782246,-0.009002125021814411,0.0001355567299940004,0.2968227128067081,0.033554891640280166,0.12616147154717874,-0.07770430456352928,0.07807328021501703,0.0011702046901788383,0.6999999935685305,2.6,0,True,True,True,True,0.021735702427948783,0.021493281019048266,0.01975155089764663,0.01962530552709746,False,False,False,False,0.00024194741563565714,0.0002410840416928739,0.0004840046369380957,8.726452969761493,6.364597310014805,17.452906057774683,37.43947284517739,8.4440295155143,74.87894582390146,48.19364480875779,8.460806571091885,96.38728976621921,-0.008431178621935808,0.16442581353732968,0.05224345206004036,-0.11599924451860716,2.267990160647365,4.111319856293643,-9.25430753413162,9.436733633512972,17.28333819826695,6.720672565829617,12.072655998761924,22.214376874985238,0.0010371770476922393
25,0.054000000000000034,0.007922718241471142,0.0006231868446900722,0.29337287877231033,-3.5978873157976058e-06,-0.00884597863543446,0.00013790880612160904,0.30600035926138613,0.03529782056096059,0.1260778113661465,-0.08692776879254793,0.09519363896076516,0.0018233526505489306,0.6999999933434063,2.6,0,True,True,True,True,0.021850531705787324,0.02154899366416546,0.019805726731341955,0.01964599318336993,False,False,False,False,3.635798631527117,0.5452418164315816,7.271598733072094,8.119714583265699,3.7269914870607233,16.23943050803327,32.069409437817136,4.903480930286378,64.13882047495876,37.56120937610511,4.911894840284975,75.12242033798412,-0.8227599960564158,1.0771563128586858,1.7167657565260286,0.48947030081782333,2.109625243095437,3.833921743043062,-7.294340572602901,8.072687662016849,14.80638018185438,5.694301004449713,9.396043442545679,17.32590591817142,0.0036006970331072807
26,0.056000000000000036,0.008534718959993914,0.0006937824858119934,0.2936250343950426,-0.00017748518692467513,-0.008655591028354559,0.00014153841241084492,0.315185697262195,0.03703419579023478,0.12591555003321478,-0.09573872089369972,0.1119742550175935,0.002464623593363588,0.6999999929884072,2.6,0,True,True,True,True,0.021956230788096165,0.021603306784422738,0.019863234775030686,0.01967311778453068,False,False,False,False,3.635798631527117,0.5452418164315816,7.271598733072094,8.119714583265699,3.7269914870607233,16.23943050803327,32.069409437817136,4.903480930286378,64.13882047495876,37.56120937610511,4.911894840284975,75.12242033798412,-0.8243768297347193,1.0780963595454542,1.710091027324606,0.48806288301681955,2.103430782714958,3.8322715743158016,-7.292834106164216,8.040867379906535,14.800881438793713,5.696102485147772,9.362224216684611,17.317691936384303,0.0012171759735792875
27,0.05800000000000004,0.009165090354518304,0.000767850877392463,0.29387686549510905,-0.0003690042213115802,-0.008431641180130622,0.00014640664432560716,0.32438058599840436,0.038760836014259135,0.12567591162762518,-0.10446712046613356,0.12844125668616124,0.0030997649023008357,0.6999999924977831,2.6,0,True,True,True,True,0.022053251616389852,0.021656025811825214,0.019922941243175563,0.01970527268519362,False,False,False,False,3.635798631527117,0.5452418164315816,7.271598733072094,8.119714583265699,3.7269914870607233,16.23943050803327,32.069409437817136,4.903480930286378,64.13882047495876,37.56120937610511,4.911894840284975,75.12242033798412,-0.8227742985453244,1.0793334136889232,1.7104391096976668,0.4892128166680768,2.0978813214658096,3.8289173557077705,-7.289216458233821,8.012661806313277,14.79103189673643,5.701162629918154,9.33219296112868,17.304740352626528,0.0010376459686085582
28,0.06000000000000004,0.009813851526515113,0.0008453725494209812,0.2941282173183643,-0.0005779889305312321,-0.008174755760565144,0.0001524847499420595,0.33135159936813785,0.0386284707453647,0.10754113878245225,0.10359081624317228,0.08325941179096823,-0.01069880086509108,0.6999999918619404,2.6,0,True,True,True,True,0.022141904277332564,0.02170701615240897,0.019983920127516375,0.019741286452052142,False,False,False,False,3.635798631527117,0.5452418164315816,7.271598733072094,8.119714583265699,3.7269914870607233,16.23943050803327,32.069409437817136,4.903480930286378,64.13882047495876,37.56120937610511,4.911894840284975,75.12242033798412,4.556819539913053,12.64301517112098,-28.35915742969037,0.49042065731142936,2.0920650547403317,3.8255866975456962,-7.285637514940513,7.983221073633201,14.781149453765352,-4.691610719558966,10.390988730655518,-26.604612584536532,0.002730012987740338
29,0.06200000000000004,0.01047655472525139,0.0009226294909117106,0.2943432995959292,-0.0003706335159790222,-0.00800824710512793,0.00013100746585729094,0.33795078660461403,0.03848030353172744,0.09031264876355449,0.30530403157703195,0.042733215476945,-0.024342308781662304,0.6999999939929653,2.6,0,True,True,True,True,0.02268663424628825,0.02175158402520186,0.020041454352218824,0.0201768666871128,False,False,False,False,3.635798631527117,0.5452418164315816,7.271598733072094,8.119714583265699,3.7269914870607233,16.23943050803327,32.069409437817136,4.903480930286378,64.13882047495876,37.56120937610511,4.911894840284975,75.12242033798412,4.261047748609727,11.589062613991686,-26.039831693442046,0.49176135847784225,2.0859775620524372,3.82226236946823,-7.282015349261077,7.9526267070880365,14.771137155578609,-4.389992391914868,9.515583706671892,-24.603039860982875,0.00250530696939677
30,0.06400000000000004,0.011152456298460617,0.0009995900979751654,0.2945239248934563,0.00024036239828169564,-0.007922783846765924,8.23157375415256e-05,0.34674692088411074,0.03336210940455255,0.07686301014945404,0.2113809921585056,-0.0010982467646191083,-0.022632385707685103,0.6999999976284418,2.6,0,False,True,True,True,0.023646571095463448,0.021790586068554135,0.02009594733000561,0.020975992664871684,False,False,False,False,0.0,0.0,0.0,15.117348482991963,-12.188673326307782,30.2347010704957,38.79021726815903,-29.242132495881073,81.33967350012517,0.0,0.0,0.0,3.893939584258239,12.541452025979295,-23.496070921046776,6.112911182705144,3.8069721421819906,7.011914657279837,0.3877220082423109,9.528632274549278,18.359054066594748,-4.2541033749346076,10.386623806376008,-22.23039269081402,0.005442022928036749
